?Rk,Player,Class,Season,Pos,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM,Drafted
7875,Derric Jean,2,2016-17,G,Louisiana Tech,CUSA,33,941,11.7,0.489,0.436,3.8,6.7,5.3,19.4,2.2,1.4,18.5,17.9,308,101.4,98.3,0.8,1.7,2.5,-0.4,0.7,0.3,0
7879,Avery Johnson,4,2014-15,G,UC-Davis,Big West,32,891,12.7,0.603,0.551,2.1,10.4,6.7,12.3,2.8,1,21,13.2,209,112.1,101.7,1.3,1.2,2.5,1.8,1.5,3.3,0
7880,Kevin Johnson,2,2018-19,G,Nicholls State,Southland,31,1090,14.3,0.476,0.435,2.2,9.6,5.9,27.1,3.3,0.5,16,18.6,385,102.8,104.2,1.2,1.3,2.5,-1.6,-1.3,-2.9,0
7882,Nigel Johnson,3,2016-17,G,Rutgers,Big Ten,32,838,16.4,0.478,0.441,1.7,12.2,6.8,16.6,2.6,0.3,10.6,24.8,339,104.4,101,1.2,1.3,2.5,1.9,0.4,2.3,0
7885,Roquez Johnson,4,2014-15,F,Mississippi State,SEC,32,831,16.7,0.576,0.527,10.2,13.5,11.9,5.1,2,0.9,20.4,20.9,291,105.1,100.4,1.3,1.2,2.5,0.5,1.3,1.8,0
7886,Terone Johnson,3,2012-13,G,Purdue,Big Ten,33,1060,15.3,0.468,0.446,4.4,13.3,8.6,19.9,1,0.6,12.2,25.8,427,100.5,103.8,1.5,1,2.5,2.4,0.7,3.2,0
7888,Jeremy Jones,4,2018-19,F,Gonzaga,WCC,37,523,15.3,0.724,0.703,6.1,18.3,12.9,8.9,2,1.3,18.8,9,128,138.4,90.9,1.2,1.3,2.5,4.7,4.9,9.7,0
7889,Kenny Jones,4,2016-17,F,Austin Peay,OVC,30,957,21.2,0.602,0.597,8.7,19.9,14.4,5.6,1.8,3.3,16.1,22.2,419,112,112.8,2.1,0.4,2.5,-0.7,-1.3,-2,0
7891,Aaron Jordan,3,2017-18,G,Illinois,Big Ten,32,644,18.2,0.645,0.6,7.2,12.1,9.4,6.6,2.4,1.3,13.3,16.9,233,127.6,105,1.8,0.8,2.5,5.3,1.6,6.8,0
7893,Myck Kabongo,1,11-Dec,G,Texas,Big 12,34,1039,15,0.515,0.445,2.5,9.8,6,32.5,2.5,0.2,24.4,20.1,381,102.7,103.7,1.5,1,2.5,2.6,1.4,4,0
7897,Denton Koon,2,2012-13,F,Princeton,Ivy,28,823,16.1,0.611,0.571,5.7,8.7,7.2,11,1.3,1.4,19.2,20.9,270,108.9,102.5,1.7,0.9,2.5,1.1,-1.3,-0.2,0
7898,John Kopriva,4,2014-15,F,George Washington,A-10,35,856,13.5,0.559,0.539,5.4,11.9,8.7,3.6,0.7,3.8,12.8,15,215,111.9,100.5,1.3,1.2,2.5,0.2,1.4,1.6,0
7902,Mike La Tulip,4,2016-17,G,Wright State,Horizon,32,836,11.8,0.58,0.536,0.8,12.4,6.6,10.3,2.1,0.3,11.5,12.7,210,118.2,102.2,1.3,1.2,2.5,0.9,-0.3,0.6,0
7903,Tyler Lamb,2,11-Dec,G,UCLA,Pac-12,33,1035,13.9,0.513,0.49,2.2,12.4,7.1,16.6,3.4,2,20.5,18.5,300,97.3,96.7,0.8,1.7,2.5,1.9,3,4.9,0
7906,Kinnon LaRose,3,2018-19,G,Sacred Heart,NEC,32,726,16.5,0.626,0.61,7.2,14.1,10.8,5.2,1.3,1.1,8,14.5,238,130.2,108.3,1.9,0.6,2.5,2.7,-2.1,0.6,0
7908,Zach LaVine,1,2013-14,G,UCLA,Pac-12,37,904,14.6,0.545,0.524,2.4,9.5,6.1,12.6,2.1,0.8,11.6,20.1,324,109.1,104.8,1.4,1.2,2.5,2.8,0.7,3.5,0
7909,Corey Law,3,11-Dec,F,High Point,Big South,30,769,20.8,0.569,0.577,14,21.2,17.5,5.8,1.8,3.2,15.8,20.3,287,111.7,104,1.8,0.8,2.5,-0.1,-0.9,-1,0
7910,K.J. Lawson,1,2016-17,G,Memphis,AAC,32,1078,14.4,0.47,0.43,7.4,19.3,13.3,15.5,0.8,1.4,13.6,22.1,410,100.3,102.7,1,1.5,2.5,-0.9,0.7,-0.2,0
7912,Saben Lee,2,2018-19,G,Vanderbilt,SEC,32,1042,15.7,0.557,0.506,1.5,10,5.8,25.9,1.8,0.5,19.5,21.9,419,106,107.9,1.7,0.9,2.5,1.6,0.3,1.9,0
7913,Nick Leon,4,10-Nov,G,Saint Peter's,MAAC,33,1082,11.1,0.498,0.446,0.7,6.6,3.8,22.7,1.9,0.1,19.2,20.5,342,96.5,98,0.7,1.8,2.5,-0.7,-0.5,-1.1,0
7916,Jestin Lewis,4,2015-16,G,Mercer,Southern,23,624,21.5,0.566,0.541,1.7,12.9,7.5,15.3,3.4,0.2,11.2,26.4,274,113.7,101,1.6,1,2.5,3.6,-0.7,2.9,0
7917,Julien Lewis,2,2012-13,G,Texas,Big 12,33,887,14.9,0.512,0.48,3,11.4,7.2,10.1,2.4,0.4,13.2,23.8,328,101.9,99.2,1.3,1.2,2.5,2.5,1.1,3.6,0
7919,Anthony Livingston,4,2016-17,F,Texas Tech,Big 12,32,755,16.1,0.556,0.535,3.6,16.3,10,9.9,0.5,0.7,9.8,22.3,286,113.1,104.9,1.6,0.9,2.5,3.2,-0.4,2.8,0
7921,Delbert Love,3,2013-14,G,Kennesaw State,A-Sun,31,963,16.8,0.539,0.513,4.4,9.6,6.9,18.6,2.7,0,13.2,21.8,381,110.3,110.4,1.7,0.7,2.5,1.9,-1.9,0,0
7922,Chadrack Lufile,4,2013-14,F,Wichita State,MVC,36,600,18.9,0.568,0.552,13.1,21.3,17.4,2.7,1,5.7,18.1,19.8,210,108.6,90.7,0.9,1.6,2.5,-1.6,3.5,1.9,0
7923,Geno Luzcando,2,2015-16,G,Idaho State,Big Sky,31,950,18,0.601,0.565,3.6,11,7.3,9.4,3.6,0.3,18.5,23.7,407,105.7,105.5,1.5,1.1,2.5,0,-1,-0.9,0
7924,Elijah Macon,3,2016-17,F,West Virginia,Big 12,35,561,18.1,0.572,0.553,11.2,18.7,14.7,7.2,0.8,3,13.1,18.4,214,117.4,94.9,1.3,1.2,2.5,1.9,3.2,5.1,0
7925,Kodi Maduka,2,11-Dec,C,Tulsa,CUSA,30,680,20.1,0.55,0.521,11,25.2,18,6.5,1.4,8.3,19.1,21.5,241,103.7,92.2,1,1.4,2.5,-0.9,4.6,3.7,0
7926,Dominic Magee,3,2017-18,G,Southern Mississippi,CUSA,32,840,19.1,0.546,0.519,3.6,27.9,15.3,11.5,2,0.8,10.7,24.3,346,106.4,103.1,1.3,1.2,2.5,0.4,-1.4,-1,0
7927,Darin Mahoney,4,11-Dec,F,Weber State,Big Sky,32,785,14.1,0.567,0.526,11.7,19.6,15.7,7.6,1.8,4,19.6,9.6,179,122.3,99.5,1.4,1.1,2.5,0.1,3,3,0
7929,Gabas Maldunas,4,2014-15,F,Dartmouth,Ivy,29,814,20.9,0.514,0.492,9.7,20.7,15,13.6,2.7,8.9,18.1,26,323,98.1,93.9,0.8,1.7,2.5,-1.9,5,3.1,0
7932,Jared Maree,4,11-Dec,G,Texas-Rio Grande Valley,GWC,32,936,17.3,0.557,0.516,4.3,13.5,8.8,16,1.3,1,14,24.5,378,105.5,106,1.8,0.7,2.5,0.4,-2.4,-1.9,0
7933,Jermaine Marshall,3,2012-13,G,Penn State,Big Ten,31,1073,18,0.514,0.466,1.5,16.6,8.3,19.4,2.6,2.3,15.1,26.9,444,100.5,104.9,1.6,0.9,2.5,3.6,1.4,5,0
7936,Justin Massey,4,2017-18,G,Florida Atlantic,CUSA,31,791,16.1,0.512,0.463,1.8,7.5,4.5,12.1,1.1,0,7.5,27.7,385,108.2,104.9,1.6,1,2.5,2.8,-3.6,-0.8,0
7939,Todd Mayo,3,2013-14,G,Marquette,Big East,30,715,18.4,0.588,0.515,1.8,11.4,6.6,18.6,2.2,1,17.4,25.2,312,110.1,102.8,1.5,1,2.5,3.3,1,4.2,0
7940,Jalan McCloud,3,2016-17,G,Texas Southern,SWAC,35,742,17.7,0.555,0.482,3,9.7,6.3,11.3,2.5,1.1,9.5,19.7,279,117.6,105.7,1.7,0.8,2.5,0.9,-1.2,-0.3,0
7941,Josh McFolley,4,2018-19,G,Detroit Mercy,Horizon,31,1034,17.2,0.573,0.535,1.2,6.1,3.5,15.6,3,0.5,12.7,20,403,115.4,115.7,2.3,0.1,2.5,2.9,-2.3,0.6,0
7942,Isaac McGlone,2,2014-15,G,Eastern Kentucky,OVC,33,953,11.2,0.527,0.518,1,9.5,5.2,16.5,3.6,0.3,17.2,12.2,204,105.1,98.3,0.9,1.6,2.5,-0.8,0.2,-0.7,0
7944,Maurice McNeil,4,10-Nov,F,Houston,CUSA,29,801,22,0.545,0.533,10.7,21.2,16.2,5.5,1.7,5.4,16.5,27.6,353,101.1,98,1.2,1.3,2.5,-2,0.8,-1.2,0
7945,Montell McRae,4,2018-19,F,Buffalo,MAC,36,580,16,0.655,0.646,7.2,15,11,5,1.1,1.8,12.4,14,189,128.1,97.2,1.4,1.1,2.5,3.5,1.4,4.9,0
7946,Dwight Meikle,3,2014-15,G,Hampton,MEAC,29,807,20,0.556,0.532,8.2,21.4,14.7,6.2,1.6,5.6,18.9,25.4,340,99,94.3,0.9,1.6,2.5,-2.9,1.2,-1.7,0
7947,B.J. Miller,3,2017-18,G,Troy,Sun Belt,33,935,13.9,0.578,0.538,2.9,8.8,5.9,20.6,2.5,1.3,20.6,14.6,281,111.7,105.2,1.4,1.1,2.5,0.3,0.8,1.1,0
7948,Deon Mitchell,2,2012-13,G,Northern Iowa,MVC,35,954,15.9,0.521,0.482,1.1,10,5.5,29.3,3,0,21,23.3,356,99.1,99,1.2,1.4,2.5,0.3,1,1.3,0
7954,Reggie Moore,3,11-Dec,G,Washington State,Pac-12,37,1222,13.7,0.479,0.406,1,9.6,5.4,32.6,1.7,0.7,19.9,22.1,445,100.7,106.7,1.6,0.9,2.5,0.1,-1,-0.9,0
7955,Yolonzo Moore,2,2012-13,G,Hartford,AEC,31,1027,12.7,0.54,0.493,2,13.9,7.4,18,2.5,0,20.5,17.8,288,99.3,98.2,1,1.5,2.5,-1.3,0.3,-1,0
7956,Devin Morgan Jr.,2,2016-17,G,Delaware State,MEAC,32,1148,14.8,0.518,0.475,1.5,8.4,4.8,18.9,1.8,0,11.4,22.1,443,107.7,112.1,1.9,0.6,2.5,0.1,-4.2,-4.1,0
7957,Malik Morgan,4,2015-16,G,Tulane,AAC,34,1075,15.5,0.522,0.508,3.7,14.5,8.9,17.2,2.6,1.3,17.4,22.5,396,99.3,101.5,0.9,1.6,2.5,1.4,2.2,3.6,0
7958,Dale Moss,4,10-Nov,G,South Dakota State,Summit,31,771,17.4,0.576,0.573,8.7,12,10.3,11.9,1.5,2.1,13.5,15.1,259,122.2,108.2,2,0.5,2.5,2.5,-0.1,2.4,0
7960,Mathiang Muo,4,2012-13,F,Charleston Southern,Big South,28,834,14.7,0.539,0.513,5.6,14.9,9.8,4.7,1.4,0.5,12.6,19.7,284,110,102,1.6,0.9,2.5,0.3,-2.1,-1.9,0
7961,Kamari Murphy,2,2013-14,F,Oklahoma State,Big 12,33,855,12.9,0.547,0.536,8.6,18.3,13.7,4.9,1.1,5.1,17.2,13,217,108.3,97.6,0.9,1.7,2.5,-0.2,5.1,4.8,0
7962,Aaric Murray,3,2012-13,C,West Virginia,Big 12,31,622,24,0.545,0.514,11.3,26.2,18,12.2,2.5,8.6,15,24,257,108.9,96.5,1.4,1,2.5,2.6,5.4,8,0
7964,C.J. Neumann,3,2014-15,F,Wofford,Southern,35,718,13.3,0.561,0.516,10.9,16.8,13.8,7,1.6,1.1,17.8,11.8,167,116.3,96.5,1.2,1.3,2.5,-0.9,2,1.1,0
7969,Jake O'Brien,4,2012-13,F,Temple,A-10,34,689,20.5,0.619,0.612,7,13,9.7,5.7,1.3,4,11.4,21.2,267,117.3,104.7,1.9,0.6,2.5,5,0.2,5.2,0
7970,Lucas O'Brien,4,2016-17,C,Texas-San Antonio,CUSA,33,655,17.4,0.57,0.539,8.6,18,13,5.1,0.1,1.9,7.9,17.9,235,121.7,103.3,1.6,0.9,2.5,1.2,-1.1,0.1,0
7972,Michael Ochereobia,4,2013-14,C,Western Illinois,Summit,30,754,17.6,0.594,0.587,9.6,18.6,14.2,7.5,1.1,7.3,18.6,20.8,252,105.8,97.6,1,1.5,2.5,-3,3,0.1,0
7974,Chris Olivier,3,2014-15,F,Eastern Illinois,OVC,27,634,26,0.552,0.542,8.8,18.1,13.6,12.2,1.3,6.8,11.2,31.8,317,106.7,99.3,1.5,1,2.5,-0.6,1,0.4,0
7975,Cameron Oluyitan,3,2018-19,G,Southern Utah,Big Sky,34,1098,14.2,0.558,0.52,1.4,12.7,7.2,14.1,1.9,1.3,17.8,21.6,424,101,103.2,1.1,1.4,2.5,-1.6,-0.3,-1.9,0
7976,Eugene Omoruyi,3,2018-19,F,Rutgers,Big Ten,28,817,19,0.512,0.467,8.4,18.7,13.4,18.7,1.4,1,15.5,27,385,103.7,101.4,1.4,1.2,2.5,2.4,2.1,4.5,0
7979,Keenan Palmore,2,2013-14,G,Old Dominion,CUSA,36,1009,15.7,0.515,0.496,4.9,11.3,8,22.2,2.9,0.9,19.8,22.6,369,98.9,100.1,0.7,1.7,2.5,-1.1,1.3,0.2,0
7982,Jalyn Patterson,1,2014-15,G,Louisiana State,SEC,31,764,14.3,0.544,0.527,1.9,8.2,5.3,15.8,2.8,0.5,11.9,14.1,207,115.1,98.4,1.3,1.3,2.5,3.3,1.6,4.9,0
7983,Chris Pelcher,3,2012-13,C,New Hampshire,AEC,25,627,21.3,0.55,0.534,8.4,22.5,14.9,9.5,2,5.9,13,20.4,217,107.6,92.4,1.2,1.3,2.5,-1.5,3.4,1.9,0
7984,Devon Peltier,4,10-Nov,G,Cal State Fullerton,Big West,31,986,16.2,0.618,0.57,2,4.4,3.2,6.9,1.2,0.1,13.4,21.6,383,116.6,115.6,2.5,-0.1,2.5,3.5,-4.5,-1,0
7985,Jalyn Pennie,2,2015-16,G,New Mexico State,WAC,34,917,10.5,0.51,0.5,5.6,11.5,8.7,8.1,1,2,16.6,14.4,218,102.6,96.6,0.7,1.8,2.5,-0.7,1.9,1.2,0
7986,Chris Perez,3,2012-13,G,Stetson,A-Sun,31,949,17.7,0.55,0.518,7.6,9,8.3,14,2.1,0,16,27,434,104.6,107.5,1.9,0.6,2.5,0.7,-2.7,-2,0
7987,Isaiah Philmore,4,2013-14,F,Xavier,Big East,33,821,15.4,0.592,0.541,9.9,14.1,12.1,3.8,0.6,0.3,15.1,19.3,291,115.2,107.4,1.7,0.8,2.5,2,0,2,0
7988,Carl Pierre,1,2017-18,G,Massachusetts,A-10,33,1031,14.5,0.605,0.588,1.1,7.5,4.3,6.8,1.2,0.9,8.6,18.9,338,116.5,113.6,2,0.4,2.5,3.1,-2.5,0.5,0
7989,Mastadi Pitt,2,2018-19,G,Norfolk State,MEAC,35,891,13.1,0.521,0.475,2.1,7.8,5,21.9,1,0,14.9,21.3,351,105.3,102.4,1.3,1.2,2.5,-0.6,-3.8,-4.5,0
7996,Pookie Powell,2,2016-17,G,La Salle,A-10,24,749,19.7,0.573,0.518,1.3,16.1,8.8,20.8,2.4,0.2,10.9,22.2,321,117,109.6,1.9,0.6,2.5,4.2,-0.3,3.9,0
7997,Deron Powers,4,2016-17,G,Hofstra,CAA,32,1062,15.5,0.547,0.486,1.1,6.9,3.9,29.3,1.1,0,18.1,21.8,456,111.4,115.7,2.3,0.2,2.5,1.7,-3.6,-1.9,0
8000,Willie Powers,4,11-Dec,G,Georgia Southern,Southern,30,925,17.2,0.528,0.492,1.9,15.7,8.6,35.5,2.3,0.5,22.7,22.6,373,102,101.8,1.4,1.1,2.5,0.5,-1.3,-0.8,0
8001,Jordan Poydras,4,2016-17,G,Utah Valley,WAC,34,832,13.9,0.514,0.473,1.4,9.4,5.6,17.5,1.9,0.1,11.3,22.8,347,103.1,98.5,1,1.5,2.5,0.8,-1.1,-0.3,0
8003,Sam Prescott,3,2012-13,G,Mount St. Mary's,NEC,32,839,18.3,0.525,0.487,5.2,17,10.3,12.4,2.4,0.6,10.8,23.4,342,109.1,106.6,1.9,0.6,2.5,2,-1.9,0,0
8007,Joey Ptasinski,4,2014-15,G,Lafayette,Patriot,32,967,16.5,0.658,0.642,1.2,9.6,5.7,10.9,2.5,0.5,10.2,14.4,267,128,113.9,2.4,0.2,2.5,4.7,-2.4,2.3,0
8009,Trevelin Queen,3,2018-19,G,New Mexico State,WAC,25,381,28.6,0.569,0.563,10,12.7,11.3,22.6,3.8,6.2,9.6,24.4,194,125.9,89.1,1.5,1,2.5,7.7,5.8,13.6,0
8010,Diago Quinn,4,2018-19,C,Monmouth,MAAC,35,769,19,0.546,0.487,12.5,19,15.7,1.6,0.7,6.1,13.4,22.8,315,108.8,103.2,1.5,1,2.5,-3.5,-1.2,-4.7,0
8019,Katin Reinhardt,3,2015-16,G,Southern California,Pac-12,34,913,15.6,0.553,0.535,2.7,8.1,5.5,9.5,2.1,0.5,12.1,20.7,345,109.3,106.1,1.5,1,2.5,3.6,0.7,4.4,0
8020,Katin Reinhardt,1,2012-13,G,Nevada-Las Vegas,MWC,35,1022,11.9,0.5,0.458,1.1,6.7,3.9,16.6,1.8,0.7,15.5,20.3,334,99.9,99,1.1,1.4,2.5,1.1,0.8,1.9,0
8022,Kyle Richardson,4,2013-14,F,Portland State,Big Sky,32,872,18.5,0.6,0.593,12.6,16.8,14.7,5,1.5,4.1,18.6,20.2,320,110,106.4,1.5,1,2.5,-1.6,0,-1.6,0
8023,Mason Riggins,4,2018-19,F,Cal State Long Beach,Big West,33,873,14.8,0.567,0.618,6.6,14.8,10.7,5.9,1.4,3.2,10,12.5,233,116.3,103.1,1.3,1.1,2.5,-0.6,1.9,1.3,0
8024,Jacob Rigoni,2,2018-19,F,Quinnipiac,MAAC,31,837,15.7,0.59,0.548,3.4,12.4,8.1,10.3,1.3,1.1,13.5,19.3,294,115.4,107.8,1.8,0.7,2.5,1.2,-2.3,-1.2,0
8025,DaShonte Riley,4,2013-14,C,Eastern Michigan,MAC,37,950,13,0.519,0.492,9,16.4,12.8,5.4,1.8,12.4,28.7,11.5,179,92.2,90.1,0,2.5,2.5,-4.5,9.7,5.2,0
8026,C.J. Rivers,4,2017-18,G,Drake,MVC,34,966,14,0.578,0.558,2.9,21.1,12.1,21.5,2.3,0.6,24.2,11.5,233,109.8,102,1,1.4,2.5,-0.7,2.6,1.8,0
8027,Cleon Roberts,2,2014-15,G,La Salle,A-10,33,941,11.8,0.496,0.449,2.9,9.2,6.1,8.2,2.6,1.4,12.3,19.1,268,99.9,97.3,0.8,1.6,2.5,0.7,1.8,2.4,0
8028,Bryson Robinson,3,2018-19,G,New Orleans,Southland,32,864,15.2,0.549,0.517,3.1,8.1,5.6,19.4,2.5,1.1,18.3,22.9,350,103.6,100.6,1.2,1.3,2.5,0.9,-2.3,-1.4,0
8029,Calaen Robinson,4,2016-17,G,Portland State,Big Sky,31,1080,15.1,0.557,0.524,1.3,9.9,5.4,18.6,3.6,0.1,18.4,18.9,405,106,107.1,1.4,1,2.5,0.5,-1.4,-0.9,0
8030,Nick Robinson,2,2017-18,G,Saint Joseph's,A-10,31,804,15.1,0.566,0.509,4.4,16.9,10.6,17.7,2.1,1.8,17.9,15.9,262,110.4,100.5,1.2,1.3,2.5,0.3,2.9,3.1,0
8032,Kinu Rochford,4,2012-13,F,Fairleigh Dickinson,NEC,27,782,25.7,0.609,0.592,14.1,24,18.9,18.4,1.4,4.5,18.5,26.1,390,110.6,109.8,2.2,0.3,2.5,2.6,-0.2,2.4,0
8033,Jose Rodriguez,3,2013-14,F,Texas Southern,SWAC,34,868,17,0.563,0.532,6.7,18.5,12.9,13.8,0.9,0.4,16.3,23.8,371,108.9,107.4,1.6,0.9,2.5,-0.7,-2.8,-3.6,0
8037,Aaron Rountree,4,2015-16,F,Iona,MAAC,33,875,15.5,0.518,0.488,5.3,15.4,10.5,16.6,2.8,6.9,20.4,13.8,247,106,98.3,0.9,1.6,2.5,-1.6,6.1,4.5,0
8042,Zedric Sadler,2,2014-15,G,Rider,MAAC,33,801,15.6,0.514,0.486,3,11.4,7.1,16.5,3.2,1.1,13.5,18.7,249,105.9,97.6,1.1,1.4,2.5,0.7,1.1,1.8,0
8043,Jack Salt,3,2017-18,C,Virginia,ACC,34,673,12.7,0.602,0.642,9.7,15.9,12.8,2.5,1.1,4.4,17.8,10.2,128,115.7,91.3,0.8,1.7,2.5,0.5,6.5,7.1,0
8048,Mike Scott,4,10-Nov,G,Fairleigh Dickinson,NEC,29,1078,16.7,0.535,0.467,2.9,12.7,7.7,27.5,2.5,0.6,20.5,23.5,437,102.3,106.5,1.6,0.9,2.5,1.9,-1.4,0.5,0
8051,Tavarius Shine,3,2017-18,G,Oklahoma State,Big 12,31,798,16.1,0.529,0.488,5.2,9.6,7.4,12.2,2.1,2.9,10.7,19,292,114.3,104.8,1.5,1,2.5,3.3,2.9,6.2,0
8053,Amadou Sidibe,4,2016-17,F,Fairfield,MAAC,29,660,19.6,0.581,0.576,13.3,30.9,22.3,11.3,1.2,1.8,19.2,19.3,260,109.8,96.5,1.2,1.3,2.5,-1.8,2,0.2,0
8056,Chase Simon,4,11-Dec,G,Detroit Mercy,Horizon,36,1209,14.1,0.485,0.428,5.5,11.3,8.2,14.5,2,0.6,16.3,24.5,474,99.5,105.2,1.5,1,2.5,0.3,-1.9,-1.5,0
8057,Trevis Simpson,3,2012-13,G,North Carolina-Greensboro,Southern,29,858,20.2,0.518,0.475,3.3,14.1,8.1,11.2,1.2,0.4,10,32.6,480,104.5,107.5,2,0.5,2.5,1.6,-4.9,-3.3,0
8058,Donovan Sims,2,2018-19,G,Middle Tennessee,CUSA,29,948,15.2,0.544,0.522,1.5,12.8,7.1,19.5,2.7,0.2,17.4,19.8,337,104.9,103.3,1.2,1.2,2.5,1.6,0,1.6,0
8059,Darryl Smith,3,2015-16,G,Cornell,Ivy,28,708,19.3,0.727,0.722,2.4,12.3,7.3,9.9,2.6,1.7,13.8,14.1,230,131.6,107.7,1.9,0.6,2.5,2,0.2,2.2,0
8060,Jade' Smith,2,2018-19,G,Pepperdine,WCC,33,928,15.6,0.563,0.538,7.9,17.3,12.5,12.2,3.1,0.8,19.4,19.1,331,105,102.4,1.2,1.3,2.5,0.6,1.7,2.3,0
8062,Malcolm Smith,3,2013-14,F,Lipscomb,A-Sun,30,779,19.8,0.578,0.528,9.1,13.4,11.2,13.6,1.4,0.8,15,26.8,407,112.5,111.9,2,0.5,2.5,0.1,-2.8,-2.8,0
8063,Malik Smith,3,2012-13,G,Florida International,Sun Belt,32,1060,13.5,0.532,0.493,1.5,9,5,8.2,1.7,0.1,13.5,22.9,400,104,105.6,1.7,0.8,2.5,1.8,-3.1,-1.3,0
8064,Mike Smith,2,2017-18,G,Columbia,Ivy,27,918,18.3,0.509,0.45,1.4,7.2,4.2,26.3,1.9,0.1,11.2,28.1,487,109.1,112.9,2.1,0.4,2.5,1.9,-4.6,-2.7,0
8066,Tarin Smith,3,2017-18,G,Duquesne,A-10,32,912,17.1,0.512,0.475,2.1,10.7,6.2,24,2,1.9,15.1,25.5,399,105.1,105.4,1.5,1.1,2.5,0.8,-0.9,-0.2,0
8067,Troy Snyder,4,2013-14,F,Maryland-Eastern Shore,MEAC,30,934,19.7,0.574,0.542,11.1,14.7,12.8,13.5,2,1.4,15.6,21.4,378,113.4,112.7,2,0.5,2.5,1.6,-2.5,-0.8,0
8068,Ovie Soko,2,10-Nov,F,Alabama-Birmingham,CUSA,30,832,15.5,0.535,0.512,9.7,15.1,12.5,5.1,1.2,3.3,17.1,20,266,103.1,96.9,1.1,1.4,2.5,-0.6,3.1,2.5,0
8070,Brandon Spearman,4,2013-14,G,Hawaii,Big West,28,830,15.7,0.548,0.539,8.8,9.6,9.2,7.7,1.6,0.5,11.1,19.1,303,116.8,109.2,1.8,0.7,2.5,3,-0.9,2.1,0
8071,Reggie Spencer,2,2012-13,F,Northeastern,CAA,33,999,16.6,0.542,0.514,9.7,18.1,13.7,10.9,1.4,2.5,15.3,19.2,329,108.9,107.1,1.9,0.6,2.5,-0.3,-0.3,-0.5,0
8074,Zach Stahl,2,2014-15,G,Northeastern,CAA,35,969,15.5,0.588,0.569,9.8,17.6,14,15.2,1.4,1.3,24.3,18.7,311,104.8,102.7,1.3,1.2,2.5,-0.1,1,1,0
8076,Niem Stevenson,4,2017-18,G,Texas Tech,Big 12,37,760,14.1,0.501,0.464,4.3,12.6,8.6,16.3,1.4,1.1,12.4,21,279,107,98.4,1.1,1.4,2.5,1.4,2.6,4,0
8077,Keith Stone,2,2017-18,F,Florida,SEC,34,817,15.7,0.562,0.525,7,13.2,10,5.5,1.4,3.8,14.7,19.4,289,109.8,102.3,1.3,1.2,2.5,2.3,3.1,5.4,0
8078,RaShawn Stores,4,2014-15,G,Manhattan,MAAC,31,803,12.6,0.551,0.507,1.9,6.8,4.3,23.3,2.9,0,15.3,13.3,217,116.6,101.1,1.4,1.1,2.5,1.4,-0.6,0.8,0
8079,Sheldon Strickland,4,2013-14,G,Charleston Southern,Big South,31,835,15.8,0.534,0.511,1.5,8.6,5,18.3,1.7,0,11.3,22.3,341,112.8,108.3,1.7,0.8,2.5,0.1,-3.4,-3.3,0
8080,Amar Stukes,4,2017-18,G,La Salle,A-10,32,1134,11.4,0.567,0.507,2.2,5.9,4.1,16.2,1.9,0.4,17,13.1,294,112.3,108.6,1.5,1,2.5,0.8,0.9,1.7,0
8082,Ryan Sypkens,3,2012-13,G,UC-Davis,Big West,29,896,18.1,0.63,0.624,2.6,10.3,6.6,11.2,0.8,0.6,11.7,21.8,346,116.4,112.9,2.4,0.1,2.5,5.1,-3.7,1.4,0
8083,Anthony Tarke,2,2017-18,G,NJIT,A-Sun,29,930,17.7,0.487,0.455,5.4,17.4,11.2,12.4,2.3,2.7,11.4,27.7,434,101.3,102,1.1,1.4,2.5,-2.2,-0.4,-2.6,0
8084,Isaiah Tate,4,10-Nov,G,George Mason,CAA,34,699,15.7,0.544,0.523,6.4,7.5,7,7,2.3,1.3,9.3,16.4,204,116.6,99.6,1.4,1,2.5,2.7,1.6,4.2,0
8085,Dante Taylor,4,2012-13,F,Pittsburgh,Big East,32,503,20.4,0.589,0.561,15.2,17.7,16.4,6.8,1.3,3.3,12.3,16.7,161,124.8,93.5,1.5,1,2.5,4.6,3.5,8.1,0
8088,Ricky Taylor,4,11-Dec,G,Chattanooga,Southern,32,854,16.6,0.537,0.484,3.7,12.4,7.9,15.8,1.6,0.8,15.2,24.6,361,104.3,101.7,1.5,1,2.5,0.3,-1.3,-1,0
8094,Derrick Thomas,3,11-Dec,G,Drexel,CAA,30,960,10.9,0.497,0.469,3.1,6.8,4.9,14.3,1.8,0.6,15.9,16.8,241,101.9,98,1,1.5,2.5,0.8,0.8,1.6,0
8096,Liam Thomas,4,2016-17,C,Nicholls State,Southland,31,863,20.6,0.635,0.612,9.6,16.1,12.9,14.8,1.3,15.3,25.4,14.4,275,113.2,104.3,1.4,1.1,2.5,-2.2,6.2,4,0
8098,Paul Thomas,2,2016-17,F,Texas-El Paso,CUSA,32,795,15.9,0.56,0.551,7.2,21.3,14.6,13.6,1.6,2,17.4,19.9,281,104.3,97.7,1,1.5,2.5,-1.6,1.7,0.1,0
