?Rk,Player,Class,Season,Pos,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM,Drafted
2782,Matty McConnell,4,2018-19,G,Robert Morris,NEC,35,1053,17.9,0.522,0.487,4.6,15,9.5,19.3,3.7,1.5,12.3,19.6,384,111.3,97.1,2,2,3.9,0.9,1.9,2.8,0
2784,Trey McKinney-Jones,4,2012-13,G,Miami (FL),ACC,36,1091,14.9,0.567,0.527,1.5,12.3,6.9,9.8,1.7,0.1,10.5,16.1,309,117.8,99.5,2.4,1.5,3.9,4.3,2.1,6.4,0
2785,Matt McMullen,4,2014-15,F,Colgate,Patriot,33,1086,18.6,0.666,0.639,4.6,21,13.2,12.8,2.1,2.7,19.5,16,313,118.5,101.3,2.4,1.5,3.9,2.5,1.6,4.1,0
2787,Jordan Mickey,2,2014-15,F,Louisiana State,SEC,31,1081,21.7,0.533,0.505,10.5,19.6,15.3,7.6,1.5,9.6,18.4,25,454,99.7,90.2,1.2,2.6,3.9,-0.8,6.3,5.5,0
2788,Malcolm Miller,3,2013-14,F,Holy Cross,Patriot,34,1038,19.7,0.577,0.536,3.9,19.7,11.7,16,1.7,6.7,15.1,20,365,113,98.7,2,1.9,3.9,1.2,4.1,5.3,0
2789,Paul Miller,4,2017-18,G,North Dakota State,Summit,31,1048,22.1,0.57,0.524,1.8,17.7,10.2,22.1,1.7,1,15.2,31.4,586,107.7,102.6,2.4,1.5,3.9,1.7,-0.3,1.4,0
2790,Nick Minnerath,4,2012-13,F,Detroit Mercy,Horizon,33,977,20.8,0.562,0.529,6.8,19.6,12.6,6.5,1.6,1.6,9.3,23.8,436,116,103.5,2.9,1,3.9,3.1,-2.1,1,0
2792,Xavier Moon,4,2016-17,G,Morehead State,OVC,30,1051,19.3,0.57,0.528,1.3,10.8,5.8,23.3,1.9,1,12.3,21.6,473,120.8,109.2,3.1,0.8,3.9,3.5,-1.9,1.6,0
2793,Devon Moore,4,2012-13,G,James Madison,CAA,35,1187,18.8,0.572,0.515,3.9,10.3,6.8,31.7,2.3,1.4,20,19.3,438,112.5,104.6,2.9,1.1,3.9,2.4,-0.3,2,0
2796,Isaac Neilson,3,2016-17,F,Utah Valley,WAC,34,743,24.8,0.613,0.592,16.8,26.6,21.9,8.4,1.4,7,16.3,20.4,341,117.5,89.1,1.9,2,3.9,0.9,4.4,5.3,0
2797,Tyrell Nelson,2,2014-15,C,Gardner-Webb,Big South,35,966,23.9,0.62,0.609,12,15.5,13.7,6.9,1.3,2.9,12.5,23.3,440,119.8,107.4,3.1,0.8,3.9,2.2,-1.7,0.5,0
2798,Tshilidzi Nephawe,3,2013-14,C,New Mexico State,WAC,36,1003,19.4,0.572,0.54,11.8,19.9,16.3,4.3,0.9,4.5,17.2,21.5,394,111,97.1,1.9,2,3.9,-0.7,1.2,0.5,0
2799,Shavar Newkirk,4,2017-18,G,Saint Joseph's,A-10,32,1092,20.2,0.513,0.447,2.4,11.1,6.7,23.7,2.6,0.8,9.3,27.3,560,108.5,102.5,2.3,1.6,3.9,3.4,0.6,3.9,0
2800,Nerlens Noel,1,2012-13,F,Kentucky,SEC,24,765,27.3,0.583,0.59,10.4,23.9,17.4,9.5,3.9,13.2,17.3,17.4,257,112.9,82.3,1.6,2.3,3.9,2.9,11.7,14.6,0
2801,Duane Notice,4,2016-17,G,South Carolina,SEC,37,1210,12.6,0.529,0.503,2.8,6.2,4.4,14,1.8,0.7,12.7,16.4,368,110.6,98.6,1.7,2.1,3.9,3.5,3.1,6.5,0
2802,Obi Okolie,4,2018-19,G,Brown,Ivy,32,1027,16.3,0.61,0.579,2.5,11.3,7.1,12.4,1.6,0.9,12.9,18,371,116.2,98.6,2.1,1.8,3.9,1.3,0.3,1.6,0
2805,Deondre Parks,3,2014-15,G,South Dakota State,Summit,35,1113,16.6,0.55,0.515,1.8,12.4,7.4,13,1.2,0.3,12.2,24,452,108.8,100.7,2.3,1.6,3.9,1.7,-1.4,0.2,0
2807,L.J. Peak,3,2016-17,G,Georgetown,Big East,32,1051,19.8,0.592,0.529,3.8,9.1,6.6,22.6,1.8,1.2,16.4,25.2,512,113.8,105.5,2.8,1.2,3.9,4.8,1.6,6.3,0
2811,Shawn Prudhomme,4,2016-17,F,Southern,SWAC,33,1103,20.2,0.541,0.518,4.6,14.2,9.5,9.3,1.8,3,10.8,26.6,514,110.1,103.2,2.4,1.5,3.9,1.2,-2.6,-1.4,0
2812,Rodney Pryor,4,2016-17,G,Georgetown,Big East,32,1044,20.8,0.593,0.575,3.9,13.1,8.8,9.3,1.4,2.1,10.2,26.1,485,113.8,104.3,2.6,1.3,3.9,5.3,1,6.3,0
2813,Tim Quarterman,2,2014-15,G,Louisiana State,SEC,33,1105,16.9,0.539,0.495,5.2,11.3,8.4,22,2.4,1.6,18.5,19.2,408,108.4,96.7,1.9,2,3.9,3.7,2.7,6.4,0
2815,Kyisean Reed,3,11-Dec,F,Utah State,WAC,36,900,22,0.636,0.614,9.7,15.3,12.7,5.1,1.4,4.9,14.2,20.2,335,120.7,100.6,2.7,1.2,3.9,2.2,1.6,3.7,0
2816,Shane Richards,3,2014-15,F,Manhattan,MAAC,33,1072,15.9,0.595,0.552,1.1,12.7,6.8,11.5,1.5,0.4,11.2,19.6,377,116.8,101.8,2.5,1.4,3.9,3.3,-1.2,2.1,0
2817,Dusan Ristic,4,2017-18,C,Arizona,Pac-12,35,949,21.2,0.606,0.578,10.2,20.7,15.8,6.4,0.8,2,11.8,21.4,400,121.6,104.3,2.7,1.2,3.9,3,1,4,0
2818,Pablo Rivas,3,2017-18,F,North Carolina Central,MEAC,33,878,21.2,0.583,0.564,8.1,21.2,14.8,7.4,1.7,4.5,10.3,20.7,345,118.1,96.7,2.1,1.7,3.9,0.7,0.9,1.6,0
2819,Justin Roberson,4,2015-16,G,Louisiana-Monroe,Sun Belt,34,1128,18.5,0.555,0.529,3,13,8.1,17.1,3,0.4,14.4,23.8,466,109,101.3,2.2,1.7,3.9,1.4,0.7,2.1,0
2820,Tyler Roberson,3,2015-16,F,Syracuse,ACC,37,1140,18.2,0.537,0.524,14.8,15.8,15.3,9.2,1.5,2.5,15.9,16.4,367,113.9,100.8,2.1,1.8,3.9,1.8,4,5.8,0
2823,Geddes Robinson,4,11-Dec,F,Utah Valley,GWC,33,1029,20.4,0.561,0.564,14.4,23.9,19,11.5,1.7,0.8,17.7,17,354,112.5,96.5,2.2,1.8,3.9,0.4,0.2,0.6,0
2826,Jackson Rowe,2,2017-18,F,Cal State Fullerton,Big West,31,929,20.6,0.664,0.632,5.7,19.8,13.1,11.3,1.8,3.5,18.4,19,355,117.9,97.9,2.1,1.7,3.9,2.2,2.7,4.9,0
2829,Titus Rubles,4,2013-14,F,Cincinnati,AAC,34,985,16.3,0.486,0.405,10.2,17.7,13.9,13.4,2.8,3.3,16.3,16.2,285,108.9,90.4,1.3,2.6,3.9,0.2,6.1,6.4,0
2830,Jaelan Sanford,3,2017-18,G,Toledo,MAC,34,1175,18.2,0.584,0.538,2.1,8.6,5.5,16.8,1,1.5,11.6,23,523,117.2,110.8,3.1,0.8,3.9,3.1,-2.1,1,0
2832,Mike Scott,4,2014-15,G,Idaho,Big Sky,30,901,23.5,0.555,0.521,1.5,11.1,6.4,35.8,2.5,0.9,11.3,24.1,453,121.7,109.8,3.4,0.5,3.9,5.3,-2.1,3.2,0
2835,Will Sheehey,3,2012-13,F,Indiana,Big Ten,36,801,19.4,0.563,0.541,6.6,12.4,9.6,11.8,2.1,0.8,11.1,21.6,323,119.5,95.2,2.5,1.4,3.9,5.4,2.7,8.1,0
2838,Ben Simons,3,11-Dec,F,Drake,MVC,29,1041,19.5,0.606,0.578,2.1,10.2,6,9.4,1.4,1,10.7,22.6,420,115.7,103.9,2.8,1,3.9,4.9,-1,3.9,0
2839,Henry Sims,4,11-Dec,C,Georgetown,Big East,33,908,21.7,0.524,0.462,8.6,18.5,13.7,27.3,1.5,5.6,20.3,27.3,419,104.7,91.4,1.9,2,3.9,1.5,5.9,7.5,0
2840,Chris Singleton,3,10-Nov,F,Florida State,ACC,28,814,21.9,0.531,0.495,8.2,17,12.8,8.9,3.9,5.9,15,24.5,344,105.6,84.2,1.5,2.4,3.9,2.6,6.9,9.5,0
2841,Lee Skinner,3,2014-15,F,Wofford,Southern,35,1035,17.3,0.541,0.5,6.8,17.6,12.2,15.2,1.6,0.4,14.5,20.1,357,109.9,96.8,2,1.9,3.9,-0.5,1.4,0.9,0
2842,Chris Smith,4,2015-16,G,Utah State,MWC,31,960,21.7,0.616,0.59,5.2,14,9.7,13.9,1.5,1.4,11.7,22.6,426,121.4,106.5,3,1,3.9,5.6,-0.5,5.1,0
2843,Jalen Smith,1,2018-19,F,Maryland,Big Ten,33,880,22.4,0.551,0.524,12.5,16.4,14.6,7.1,1,5.1,10.5,22.9,375,116.8,98.9,2.4,1.5,3.9,3.8,3.3,7.1,0
2844,Kareem South,3,2018-19,G,Texas A&M-Corpus Christi,Southland,32,1045,18,0.524,0.481,6.3,12.1,9.2,13.6,2.3,0.2,9.8,22.9,423,111.6,100,2.2,1.7,3.9,1.2,-0.8,0.4,0
2845,Steven Spieth,4,2016-17,F,Brown,Ivy,30,1037,21.6,0.645,0.567,4.9,17,10.7,20.7,2.3,1.2,20.1,23.8,516,117,108.3,3,0.9,3.9,4.1,-0.4,3.7,0
2846,Markel Starks,3,2012-13,G,Georgetown,Big East,32,1092,16.1,0.565,0.55,1.2,5.8,3.5,20.7,2.5,0.2,15.2,22,376,106.8,96,2,1.9,3.9,3.6,1.3,4.9,0
2850,Malik Story,3,11-Dec,G,Nevada,WAC,35,1087,18,0.577,0.555,1.1,10,5.4,16.7,1.4,0.9,13.9,23.7,441,112.9,103.4,2.8,1.1,3.9,4,-1.5,2.5,0
2852,Dwayne Sutton,3,2018-19,F,Louisville,ACC,34,1069,16.2,0.56,0.523,8.2,15.8,12.2,11.5,1.6,0.9,14.1,16.9,358,115.5,99,2.1,1.8,3.9,5.3,5,10.3,0
2853,Jimmie Taylor,4,2016-17,G,Rider,MAAC,33,1180,16.5,0.55,0.51,4.1,10.3,7.2,9.6,1.7,0.8,9.3,20.1,472,116,105.6,2.6,1.3,3.9,2.4,-0.7,1.6,0
2854,Bud Thomas,3,2012-13,F,Mercer,A-Sun,36,998,17,0.539,0.542,4.6,17,10.7,20.9,2.5,2.6,12.7,16.2,284,113.1,93.6,1.9,1.9,3.9,2.6,2.3,4.9,0
2856,Pancake Thomas,4,2015-16,G,Hartford,AEC,30,1038,23.4,0.588,0.537,3.2,17.9,10.5,19.9,2,0.6,9.9,26.8,540,116,109.2,3.1,0.8,3.9,4.7,-2.6,2.1,0
2858,P.J. Thompson,4,2017-18,G,Purdue,Big Ten,37,1031,13.5,0.669,0.631,2.1,5.2,3.8,10.4,2.4,0.2,13.4,12,270,130.5,101.2,2.2,1.6,3.9,6.4,2.6,9,0
2859,Trevor Thompson,3,2016-17,C,Ohio State,Big Ten,32,737,25.7,0.611,0.571,13.7,29.6,22.1,4,0.9,7.5,13.9,22.3,331,119.4,93.1,2.2,1.7,3.9,1.6,3.7,5.3,0
2864,Matt Vest,4,2013-14,G,Wright State,Horizon,34,923,16.4,0.65,0.645,2.9,12.5,7.8,17.1,2.5,1.3,13.3,13.3,251,125.3,95.8,1.9,1.9,3.9,2.3,2.5,4.8,0
2867,Julian Washburn,3,2013-14,F,Texas-El Paso,CUSA,34,1170,15.8,0.525,0.489,2.2,8.8,5.8,16.4,1.7,1.2,10.3,21.5,417,109.7,100.1,1.9,2,3.9,1.5,0.5,2,0
2868,Demond Watt,4,10-Nov,F,Texas A&M-Corpus Christi,Southland,31,1035,25,0.607,0.58,13.3,19.1,16.1,10.9,1.9,4.1,18.5,23.3,453,113,103.5,2.8,1.1,3.9,2,0.7,2.7,0
2869,Spencer Weisz,4,2016-17,F,Princeton,Ivy,30,994,17.1,0.512,0.495,2.9,16.7,9.7,23.8,2.8,1.1,13.4,19.6,354,108.7,93.2,1.7,2.3,3.9,2.2,3,5.2,0
2870,Cameron Wells,4,10-Nov,G,Citadel,Southern,32,1145,22.5,0.52,0.458,1.8,15.3,8.4,29.2,2.5,1.1,12.8,28.2,545,108.8,106.5,2.9,0.9,3.9,2.6,-0.8,1.8,0
2871,Parker Wentz,2,2013-14,G,Abilene Christian,Southland,31,1040,18.5,0.672,0.634,0.6,7.7,4.1,18.1,2.8,0.1,15.8,18.9,393,124.7,107.5,2.9,1.1,3.9,2.1,-4.2,-2.1,0
2873,RJ White,2,2014-15,C,North Carolina-Greensboro,Southern,33,784,27.7,0.593,0.59,9.4,25.4,17.2,11.2,3.3,7.7,12.8,24.5,362,115.9,95.4,2.3,1.5,3.9,1.8,3.4,5.2,0
2883,Jo Acuil,4,2017-18,F,Baylor,Big 12,33,1023,21.1,0.551,0.522,11.1,20.5,16.1,5.1,1,6.9,14,23.6,431,109.7,98.3,2,1.9,3.8,0.5,4.7,5.2,0
2884,Kwadzo Ahelegbe,4,10-Nov,G,Northern Iowa,MVC,34,1067,19.9,0.543,0.478,1.9,11.6,6.7,24.3,1.2,0.6,14,28.4,476,108,104.2,2.7,1.1,3.8,3.1,-0.7,2.3,0
2886,Chaisson Allen,4,10-Nov,G,Northeastern,CAA,29,1077,23.5,0.539,0.5,4.8,16.8,10.7,22.9,3.6,0.2,11.1,25.8,478,113.4,108.1,3.1,0.7,3.8,5.7,-0.9,4.8,0
2887,Kadeem Allen,4,2016-17,G,Arizona,Pac-12,34,1020,16.7,0.57,0.521,1.5,13.8,8.1,17.8,3.1,2.3,18.3,18.1,340,111.3,96.3,1.7,2,3.8,3.3,5.8,9.1,0
2888,Christopher Anderson,3,2013-14,G,San Diego,WCC,35,1171,17.9,0.533,0.493,3.1,10,6.6,37.8,3.4,0.3,21.8,20,446,109.2,102.6,2.1,1.7,3.8,2.7,1.1,3.7,0
2889,Braian Angola-Rodas,4,2017-18,G,Florida State,ACC,35,963,18.6,0.571,0.515,3.8,11.9,8,19.5,2.6,1,15.8,22.7,440,114.2,101.3,2.3,1.5,3.8,5.4,2.3,7.7,0
2891,Isaiah Austin,1,2012-13,C,Baylor,Big 12,35,1046,19.9,0.516,0.497,9.7,22.6,16.1,7.5,0.7,5.4,12.8,24.1,429,105.2,95.5,2,1.8,3.8,1.3,3.3,4.6,0
2892,Dwayne Bacon,2,2016-17,G,Florida State,ACC,35,1008,20.8,0.544,0.51,4,12,8.1,11.6,1.9,0.4,11.4,29.4,544,110.4,103.4,2.5,1.3,3.8,3.8,0.5,4.3,0
2894,Troy Barnies,4,10-Nov,F,Maine,AEC,30,1000,21.7,0.574,0.537,7.6,19.5,13.8,10.8,1.6,1.5,13.8,23,404,112.9,101.5,2.5,1.3,3.8,0.8,-0.4,0.3,0
2895,Brendan Barry,3,2018-19,G,Dartmouth,Ivy,30,1068,17.7,0.627,0.604,0.8,10.1,5.4,17.3,2,0.8,12.2,17.6,376,121.1,105.1,2.7,1.2,3.8,3.5,-1.5,1.9,0
2896,Gary Bell,4,2014-15,G,Gonzaga,WCC,38,1058,13.1,0.549,0.516,1.1,8.3,5.2,11.7,1.9,0.5,11,16.1,301,116.8,98.3,2.1,1.8,3.8,3.7,2.4,6.1,0
2897,Casey Benson,4,2017-18,G,Grand Canyon,WAC,34,994,14.6,0.519,0.453,2.9,12.5,7.7,29,1.4,0.4,16.5,18.6,370,110.2,95.1,1.7,2.1,3.8,0.8,1.1,1.9,0
2899,Jorge Bilbao,4,2016-17,F,Texas-Arlington,Sun Belt,36,906,18.4,0.579,0.539,13.8,15.3,14.7,6.9,1.8,1.7,15,17.7,350,119.2,98.6,2.2,1.6,3.8,1.3,1.9,3.2,0
2902,Daveon Boardingham,4,2013-14,F,Southern Mississippi,CUSA,36,805,21.6,0.612,0.578,12.4,13.8,13.1,6.7,1.4,6.4,16.2,23.2,348,117.3,97.3,2.2,1.6,3.8,1.4,2.7,4.2,0
2903,Ben Botts,4,10-Nov,G,Purdue-Fort Wayne,Summit,30,919,20.6,0.613,0.576,2.3,11.1,6.6,14.9,1.6,0.9,9.4,21,374,123.8,105.9,3,0.8,3.8,4,-1.4,2.6,0
2907,Zach Braxton,3,2017-18,F,Weber State,Big Sky,30,840,21.4,0.588,0.554,8.1,23.4,16.5,9.2,0.7,3.7,11.1,22.1,376,118.3,98.5,2.3,1.5,3.8,-0.8,0.8,0,0
2909,Isaiah Briscoe,2,2016-17,G,Kentucky,SEC,36,1095,16.4,0.524,0.494,5.2,13.8,9.5,23.2,1.5,0.6,17.6,21.3,480,107.5,99,1.9,1.9,3.8,3.1,3.8,6.9,0
2910,Anders Broman,4,2017-18,G,Winthrop,Big South,31,970,16.1,0.6,0.556,1.2,8.4,5,10.5,2,0.4,7.8,17.5,354,124.6,103.6,2.4,1.3,3.8,2.6,-1.8,0.8,0
2911,Nysier Brooks,3,2018-19,C,Cincinnati,AAC,35,803,21,0.568,0.535,13.8,19.3,16.5,3.5,1,8.4,11.1,17.9,283,121.6,94.6,2.1,1.7,3.8,1.5,5.1,6.6,0
2912,Darien Brothers,4,2012-13,G,Richmond,A-10,34,994,20.2,0.588,0.532,2.1,9,5.4,9.9,2.1,0.7,9.7,25,420,116.5,106.5,3.1,0.7,3.8,5.2,-2.1,3.1,0
2913,Aaron Brown,3,2013-14,G,Southern Mississippi,CUSA,36,973,15.8,0.576,0.519,6.9,12.8,9.8,9.9,1.6,0.3,14.6,19.2,343,118,100.4,2.2,1.6,3.8,2.7,0,2.8,0
2916,Terrell Brown,3,2018-19,G,New Mexico State,WAC,34,828,17.4,0.603,0.549,2.7,10.6,6.5,9.6,1.4,0.2,13.6,21.9,345,120.5,99,2.4,1.4,3.8,4,-0.4,3.6,0
2918,Michael Buchanan,4,2016-17,C,South Carolina Upstate,A-Sun,32,744,32.4,0.609,0.623,17,26.7,21.9,11.8,1.3,2.7,14.4,32.1,480,116.1,102.4,2.8,1.1,3.8,2.4,-1.3,1,0
2920,Marcus Burk,2,2017-18,G,Campbell,Big South,33,1048,19.7,0.64,0.619,2.6,11.1,7,7.5,2.3,0.8,10.6,21.6,419,118.1,105.3,2.6,1.3,3.8,3.1,-3.3,-0.3,0
2921,Dachon Burke,2,2017-18,G,Robert Morris,NEC,32,1044,21.6,0.528,0.507,6,13.9,9.8,19.2,3.6,1.7,13.9,28.7,534,105,97.2,1.8,2,3.8,1.6,2.3,3.9,0
2922,Jordan Burns,2,2018-19,G,Colgate,Patriot,30,987,20.8,0.575,0.541,1.7,9,5.5,34.3,2.2,0.4,18.1,27.4,518,112.5,106,2.8,1,3.8,3.8,-2.5,1.3,0
2923,Kevin Butler,3,11-Dec,F,Texas-Arlington,Southland,33,895,18.6,0.54,0.488,10.5,14.3,12.4,10.6,3.2,0.7,16.1,20.5,362,110.9,93,1.9,1.8,3.8,2.2,1.3,3.4,0
2924,Jason Calliste,3,2012-13,G,Detroit Mercy,Horizon,33,1161,17.3,0.566,0.496,2,10,5.6,16.4,2.2,0.5,14.7,20.8,466,114.5,106.4,3,0.8,3.8,4.2,-1.7,2.5,0
2927,Brayden Carlson,4,2013-14,G,South Dakota State,Summit,32,1177,16.6,0.594,0.535,1.2,10.3,5.7,16.5,2.4,0.3,16.6,21.3,450,112.4,104.9,2.3,1.5,3.8,2,-0.8,1.2,0
2928,Jason Carter,2,2018-19,F,Ohio,MAC,31,962,21.9,0.557,0.512,7.4,16.7,12,14,1.2,2.4,10.7,26,482,113.4,103.7,2.6,1.2,3.8,2.3,0.4,2.7,0
2929,Jawan Carter,4,10-Nov,G,Delaware,CAA,31,1105,19.2,0.574,0.501,2.1,9.9,6.1,16.4,1.6,0.1,13.1,24.8,465,113.6,108.4,3.1,0.7,3.8,5.4,-1.6,3.8,0
2930,Richard Carter,4,2013-14,G,Drake,MVC,31,969,22.3,0.548,0.485,2.1,10.4,6.3,29,3.5,0,14,31.1,516,110.6,104.9,2.5,1.2,3.8,4.1,-0.4,3.8,0
2931,Dontay Caruthers,4,2018-19,G,Buffalo,MAC,36,800,18.5,0.649,0.599,3.7,12,7.8,19.9,3.4,0.5,21.2,17.4,325,120,94,2,1.7,3.8,3.5,3.3,6.8,0
2932,Kyle Casey,3,11-Dec,F,Harvard,Ivy,31,755,23.2,0.589,0.551,6.5,24.2,15.7,8.5,2.2,5.1,16,27.2,314,108.2,86.5,1.8,2,3.8,1.2,3.6,4.8,0
2933,DeAngelo Casto,3,10-Nov,F,Washington State,Pac-10,33,940,22,0.588,0.574,9.4,17.5,13.7,7.5,2.3,7.2,17.4,22.2,379,108.2,93.2,1.9,2,3.8,0.9,6.1,7,0
2934,Reggie Chamberlain,4,11-Dec,G,Missouri-Kansas City,Summit,31,1022,22.7,0.617,0.579,1.4,9.9,5.3,19.4,1.7,0.2,10.5,26.1,480,120.5,114.5,3.8,0,3.8,6.5,-4.1,2.5,0
2937,Paschal Chukwu,3,2017-18,C,Syracuse,ACC,37,1008,18.1,0.658,0.655,12.1,16.5,14.4,3.1,1.6,11.9,20.9,10,218,122.8,95.1,1.6,2.2,3.8,0.9,9.6,10.5,0
2938,Amir Coffey,3,2018-19,G,Minnesota,Big Ten,36,1267,17.7,0.537,0.481,2.2,9.6,5.8,19.8,1.5,0.7,12.9,25.6,564,107.8,105.9,2.5,1.3,3.8,4,1,5,0
2939,Spencer Collins,3,2014-15,G,Wofford,Southern,35,965,18.1,0.578,0.533,2.7,9.8,6.3,11.8,1.5,0.2,11.7,23.3,370,113.4,100.1,2.4,1.4,3.8,1.8,-1.3,0.5,0
2940,Nick Coppola,2,2014-15,G,Louisiana-Monroe,Sun Belt,38,1384,12.1,0.531,0.507,0.6,9,4.9,20,1.5,0.1,17,15.7,363,106,99.4,1.7,2.1,3.8,-0.4,-0.3,-0.7,0
2941,Isaiah Cousins,4,2015-16,G,Oklahoma,Big 12,37,1232,15.8,0.506,0.484,2.1,11.8,7.3,25.1,2.3,0.8,16,21.8,508,106.1,101.2,1.9,1.9,3.8,2.7,2.9,5.6,0
2942,Drew Crawford,3,11-Dec,G,Northwestern,Big Ten,33,1143,22.2,0.581,0.56,4.4,13.9,8.9,14.1,2.2,1.9,10.6,25.2,478,113.8,109.6,3.3,0.5,3.8,5.1,-0.5,4.6,0
2943,Will Creekmore,4,10-Nov,F,Missouri State,MVC,35,869,24.2,0.585,0.569,11.6,21.7,16.5,9.9,1.3,3.5,15.3,25.1,381,113.7,99.5,2.5,1.3,3.8,2.2,1.5,3.6,0
2945,Jaye Crockett,4,2013-14,F,Texas Tech,Big 12,32,941,23.4,0.589,0.547,9.3,18.7,14,9.4,2.1,1.6,13.3,24.6,415,118.7,107,2.8,1,3.8,4.9,0.9,5.8,0
2946,Jaevin Cumberland,3,2018-19,G,Oakland,Horizon,33,1222,18.2,0.604,0.559,1.4,7.7,4.6,18.3,1.7,0.5,11.3,22.1,527,118.5,113.1,3.4,0.4,3.8,4.4,-3.2,1.2,0
2947,Christian Cunningham,4,2018-19,F,Jacksonville State,OVC,32,916,19.2,0.621,0.624,11.5,18.2,14.9,5,1.4,7,16.3,13.2,273,121.1,94.4,1.8,1.9,3.8,0.2,4.3,4.5,0
2949,Olek Czyz,4,11-Dec,F,Nevada,WAC,35,994,21.2,0.584,0.565,9.1,19.1,13.9,7.8,1.4,1,17,26,439,108.2,99,2.3,1.4,3.8,1.3,-0.7,0.5,0
2951,Lenny Daniel,4,10-Nov,F,Cal State Northridge,Big West,32,911,25.5,0.576,0.564,14.5,23.8,19.2,6.3,0.8,5.1,15.8,28.9,488,109,99.6,2.4,1.3,3.8,0.7,-0.2,0.5,0
2953,Devin Davis,4,2017-18,F,Houston,AAC,35,909,18.7,0.518,0.489,7,20,13.6,10,1.5,3.2,9.4,22.4,366,111.5,93.8,1.8,2,3.8,0.2,4.4,4.6,0
2954,Kyle Davis,3,2015-16,F,Brigham Young,WCC,37,1001,20.1,0.569,0.556,8.9,19.8,14.3,8.2,1.4,5.2,15.2,21.1,424,110.4,96.8,1.9,1.9,3.8,0.2,4,4.2,0
2955,Kyle Davis,4,2016-17,G,Dayton,A-10,30,832,18.1,0.654,0.642,2.2,13.6,8,17.6,3.4,1.4,12.7,13.1,246,129.7,94.7,2,1.8,3.8,4.3,4.2,8.5,0
2956,Myles Davis,3,2015-16,G,Xavier,Big East,34,991,16,0.569,0.514,2,11.3,6.7,24.5,1.8,0.6,16.6,18.3,383,117,100.9,2.2,1.5,3.8,5.2,2.5,7.7,0
2957,Randy Davis,3,10-Nov,G,Ball State,MAC,32,954,18.5,0.602,0.5,2.4,11.4,7,35.1,3.1,0.5,25,19.5,357,111.8,97.1,2.2,1.6,3.8,3.9,0.2,4.2,0
2959,Terence Davis,4,2018-19,G,Mississippi,SEC,33,1024,21.1,0.555,0.525,4.5,17.5,11.2,22.9,3,2.2,16.8,27,499,108,100,2.2,1.6,3.8,4,3.3,7.3,0
2962,Mamadi Diakite,3,2018-19,F,Virginia,ACC,38,829,20.4,0.578,0.561,9,15.9,12.7,3,1.3,10.2,12.2,19.2,262,113.7,89,1.7,2.2,3.8,1.6,7.5,9.1,0
2965,LaceDarius Dunn,4,10-Nov,G,Baylor,Big 12,28,987,19.2,0.553,0.502,2.8,9.5,6.3,14,2.4,0.1,16.9,30.7,495,106.5,99.2,2.3,1.5,3.8,4.7,-0.8,3.9,0
2966,Jeff Early,4,2012-13,G,Southern Illinois,MVC,30,911,24.2,0.556,0.522,10.2,24,16.2,8.4,3.5,0.6,12.1,23.8,376,113.1,99.1,2.5,1.3,3.8,2.6,0.3,2.8,0
2969,Grady Eifert,4,2018-19,F,Purdue,Big Ten,36,919,16.6,0.677,0.668,9.2,14.5,11.8,10.9,2,0.3,11.6,9.2,229,147.9,102.7,2.6,1.2,3.8,7.4,3.4,10.8,0
2970,Jon Ekey,2,11-Dec,F,Illinois State,MVC,35,1022,17.5,0.602,0.588,4.8,16,10.5,11,1.3,2.7,7.8,15.2,295,125.4,102.5,2.6,1.2,3.8,4.5,2,6.5,0
2971,Jeff Elorriaga,3,2012-13,G,Boise State,MWC,29,982,16.2,0.637,0.632,1.1,12.9,6.6,12.1,2.3,0,7.6,13.4,270,133.1,101.8,2.7,1.1,3.8,6.4,1,7.4,0
2972,Ben Emelogu,4,2017-18,G,Southern Methodist,AAC,33,1051,16.7,0.598,0.581,5.5,15.2,10.3,10.7,2.5,0.6,14.8,17.5,330,116.2,99.9,2,1.8,3.8,3.2,1.6,4.7,0
2973,Michael Ertel,2,2018-19,G,Louisiana-Monroe,Sun Belt,35,1272,16.9,0.568,0.53,1.3,8.6,5,15.7,1,0.4,8.4,21.1,513,118.5,113,3.3,0.5,3.8,2.2,-3.1,-0.9,0
2975,N'Gai Evans,4,10-Nov,G,Wright State,Horizon,30,1075,18.9,0.554,0.498,2.4,13.2,7.5,22.4,2.7,0.9,16.6,23.7,418,106.9,99.3,2.1,1.6,3.8,2,2,4.1,0
2978,Ben Finney,4,10-Nov,G,Old Dominion,CAA,34,1086,17.3,0.456,0.418,11,12.3,11.6,18.8,2.7,2.2,15.5,19.7,349,107.3,96.9,1.9,1.9,3.8,3.3,3.2,6.5,0
2979,Adam Flagler,1,2018-19,G,Presbyterian,Big South,36,1105,19.2,0.586,0.559,2.8,10,6.3,8.3,1.5,1,7.9,24.5,488,115.2,107.4,2.9,1,3.8,3.1,-3.3,-0.2,0
2980,John Flowers,4,10-Nov,F,West Virginia,Big East,33,984,19.6,0.569,0.52,8.5,15,11.7,11.5,1.7,8,15.8,16.5,302,117,97.8,2.2,1.6,3.8,4,7.7,11.7,0
