,NBA__3ptapg,NBA__3ptpct,NBA__3ptpg,NBA_efgpct,NBA_fg%,NBA_fg_per_game,NBA_fga_per_game,NBA_ft%,NBA_ft_per_g,NBA_fta_p_g,NBA_g_played,NBA_ppg,NCAA__3ptapg,NCAA__3ptpct,NCAA__3ptpg,NCAA_efgpct,NCAA_fgapg,NCAA_fgpct,NCAA_fgpg,NCAA_ft,NCAA_ftapg,NCAA_ftpg,NCAA_games,NCAA_ppg
4258,1.4,.300,0.4,.443,.423,4.5,10.6,.824,3.2,3.9,651,12.6,5.2,.317,1.7,,17.1,.472,8.1,.806,8.1,6.5,59,24.4
4259,,,,,.303,2.1,7.0,.692,1.0,1.5,148,5.3,,,,,,,,,,,,
4260,,,,,.256,2.4,9.5,.813,2.3,2.8,166,7.1,,,,,,,,,,,,
4261,4.9,.255,1.2,.389,.339,4.1,12.2,.763,2.8,3.6,21,12.3,3.5,.337,1.2,,10.3,.503,5.2,.754,3.8,2.9,30,14.4
4262,,,,,.352,0.6,1.8,.444,0.1,0.3,30,1.4,,,,,,,,,,,,
4263,1.9,.272,0.5,.463,.436,4.4,10.0,.723,1.5,2.1,269,10.8,0.7,.365,0.3,,11.5,.530,6.1,.733,6.7,4.9,74,17.3
4264,1.0,.367,0.3,.438,.384,1.2,3.2,.642,0.5,0.8,83,3.3,4.1,.353,1.4,,8.3,.439,3.6,.727,3.4,2.5,101,11.2
4265,1.6,.333,0.5,.532,.474,2.1,4.5,.728,0.9,1.3,108,5.7,2.2,.285,0.6,,8.2,.429,3.5,.730,5.1,3.7,58,11.4
4266,0.0,,0.0,.000,.000,0.0,1.0,,0.0,0.0,1,0.0,,,,,6.4,.545,3.5,.558,2.3,1.3,101,8.2
4267,,,,,.326,2.5,7.8,.732,2.7,3.6,113,7.7,,,,,,,,,,,,
4268,0.2,.208,0.0,.367,.356,0.8,2.2,.526,0.1,0.2,102,1.7,,,,,,,,,,,,
4269,1.1,.392,0.5,.483,.452,3.3,7.3,.849,0.7,0.9,502,7.7,,,,,9.9,.493,4.9,.848,3.1,2.7,128,12.5
4270,2.0,.325,0.6,.460,.414,2.9,7.0,.689,2.1,3.1,657,8.6,5.4,.336,1.8,,13.7,.450,6.1,.652,5.8,3.8,119,17.9
4271,,,,,.295,1.0,3.3,.717,1.1,1.6,58,3.1,,,,,,,,,,,,
4272,0.0,.000,0.0,.341,.341,1.9,5.6,.595,1.0,1.7,79,4.8,,,,,12.2,.434,5.3,.563,5.5,3.1,71,13.7
4273,0.1,.000,0.0,.507,.507,2.5,4.9,.857,0.9,1.1,46,5.9,,,,,12.1,.534,6.5,.814,4.0,3.2,105,16.2
4274,1.9,.361,0.7,.480,.396,1.6,4.1,.743,0.6,0.8,168,4.5,9.0,.331,3.0,,20.1,.379,7.6,.656,5.6,3.7,28,21.9
4275,0.1,.000,0.0,.408,.408,4.6,11.2,.611,3.2,5.3,80,12.3,,,,,,,,,,,,
4276,,,,,.406,1.7,4.2,.609,1.2,1.9,58,4.6,,,,,,,,,,,,
4277,0.2,.118,0.0,.444,.438,0.9,2.1,.614,0.4,0.6,75,2.3,2.3,.376,0.9,,10.2,.501,5.1,.760,4.4,3.3,69,14.4
4278,,,,,.226,0.5,2.2,.594,0.6,1.0,63,1.6,,,,,,,,,,,,
4279,,,,,.380,1.5,3.8,.847,1.6,1.8,39,4.5,,,,,,,,,,,,
4280,0.0,.000,0.0,.485,.485,2.4,5.0,.689,1.7,2.4,233,6.5,0.0,.000,0.0,,11.6,.544,6.3,.727,7.7,5.6,96,18.2
4281,0.0,,0.0,.506,.506,1.8,3.5,.610,0.7,1.2,97,4.3,,,,,,,,,,,,
4282,1.5,.298,0.5,.469,.445,4.3,9.7,.841,2.5,3.0,283,11.6,,,,,15.9,.445,7.1,.755,5.0,3.8,76,18.0
4283,0.0,.074,0.0,.473,.473,3.1,6.6,.699,2.1,3.0,547,8.4,0.7,.242,0.2,,9.0,.560,5.1,.613,5.1,3.1,50,13.4
4284,0.0,,0.0,.556,.556,1.1,2.0,.800,0.4,0.6,9,2.7,0.0,.000,0.0,,11.5,.609,7.0,.625,4.6,2.9,82,16.9
4285,0.3,.000,0.0,.333,.333,0.7,2.0,1.000,1.0,1.0,3,2.3,,,,,,,,,,,,
4286,,,,,.192,0.3,1.7,.500,0.3,0.7,15,1.0,,,,,,,,,,,,
4287,0.0,,0.0,,,0.0,0.0,,0.0,0.0,1,0.0,0.0,.000,0.0,,4.5,.511,2.3,.540,2.2,1.2,105,5.8
4288,0.0,.000,0.0,.446,.446,0.8,1.7,.738,0.6,0.9,70,2.2,,,,,,,,,,,,
4289,2.2,.406,0.9,.526,.485,5.4,11.0,.860,2.5,2.9,651,14.1,4.5,.431,1.9,,12.5,.512,6.4,.809,3.5,2.9,105,17.6
4290,0.0,.000,0.0,.629,.629,2.8,4.5,.660,0.7,1.0,53,6.3,,,,,,,,,,,,
4291,0.0,.000,0.0,.506,.506,2.2,4.3,.525,0.6,1.2,247,5.0,,,,,,,,,,,,
4292,0.3,1.000,0.3,.250,.167,0.3,1.5,1.000,1.0,1.0,4,1.8,,,,,,,,,,,,
4293,0.0,,0.0,.605,.605,1.4,2.2,.167,0.1,0.4,17,2.8,0.0,,0.0,,8.7,.569,4.9,.564,3.7,2.1,65,12.0
4294,,,,,.274,3.4,12.3,.830,2.3,2.8,70,9.0,,,,,,,,,,,,
4295,0.0,,0.0,.394,.394,0.9,2.3,.758,0.6,0.8,43,2.4,,,,,,,,,,,,
4296,0.1,.176,0.0,.484,.483,5.2,10.8,.744,2.2,2.9,280,12.6,,,,,9.9,.522,5.2,.774,3.6,2.8,122,13.1
4297,0.3,.253,0.1,.447,.445,7.4,16.6,.784,4.6,5.8,274,19.4,,,,,11.0,.478,5.2,.767,5.1,3.9,73,14.4
4298,2.8,.308,0.9,.549,.503,4.6,9.2,.700,1.6,2.3,101,11.7,1.0,.277,0.3,,8.6,.552,4.8,.555,3.5,1.9,129,11.7
4299,0.2,.333,0.1,.460,.459,4.2,9.2,.746,1.1,1.5,262,9.6,,,,,11.0,.478,5.3,.698,2.1,1.4,103,12.0
4300,5.5,.386,2.1,.520,.453,7.2,15.9,.837,3.5,4.1,320,20.0,4.0,.342,1.4,,12.6,.452,5.7,.849,4.8,4.1,29,16.8
4301,0.0,,0.0,.625,.625,1.2,1.8,.273,0.2,0.8,13,2.5,,,,,,,,,,,,
4302,0.1,.000,0.0,.397,.397,2.9,7.2,.750,1.1,1.5,21,6.9,,.403,,,13.2,.470,6.2,.795,5.0,3.9,115,16.9
4303,1.3,.356,0.4,.510,.493,5.3,10.8,.780,2.1,2.7,601,13.1,,,,,19.5,.510,9.9,.763,5.8,4.4,51,24.3
4304,0.3,.206,0.1,.408,.395,1.1,2.8,.641,0.4,0.7,98,2.7,2.8,.341,1.0,,8.7,.473,4.1,.732,3.3,2.4,65,11.6
4305,0.3,.206,0.1,.441,.438,3.1,7.0,.676,1.8,2.6,640,8.0,,,,,7.8,.464,3.6,.593,3.4,2.0,50,9.3
4306,,,,,.364,1.7,4.6,.592,1.1,1.8,88,4.4,,,,,,,,,,,,
4307,1.2,.244,0.3,.438,.413,2.3,5.6,.699,1.4,2.0,71,6.3,1.3,.294,0.4,,11.1,.404,4.5,.792,5.4,4.3,92,13.6
4308,0.8,.231,0.2,.433,.404,1.2,3.1,.667,0.4,0.5,17,3.0,,.375,,,12.1,.513,6.2,.743,4.8,3.6,115,16.7
4309,0.0,.000,0.0,.412,.412,1.3,3.0,.696,0.7,1.0,56,3.2,,,,,9.6,.509,4.9,.779,3.4,2.6,115,12.4
4310,1.9,.319,0.6,.465,.409,2.3,5.5,.665,1.0,1.4,132,6.1,2.4,.358,0.9,,10.3,.483,5.0,.693,4.9,3.4,134,14.2
4311,1.0,.284,0.3,.471,.441,2.1,4.8,.730,0.8,1.1,65,5.4,5.5,.376,2.1,,12.5,.466,5.8,.764,3.3,2.5,122,16.2
4312,1.3,.394,0.5,.458,.402,1.9,4.6,.718,0.5,0.7,54,4.7,3.2,.337,1.1,,12.8,.497,6.4,.692,5.0,3.4,62,17.3
4313,0.1,.000,0.0,.000,.000,0.0,0.6,.688,1.1,1.6,10,1.1,,.390,,,10.3,.538,5.5,.771,5.5,4.2,104,15.5
4314,0.1,.152,0.0,.467,.466,4.6,9.9,.711,1.8,2.5,534,11.0,0.2,.313,0.1,,10.8,.497,5.4,.642,3.2,2.1,98,12.9
4315,0.8,.325,0.3,.436,.412,2.2,5.2,.691,1.1,1.6,51,5.7,6.9,.360,2.5,,14.2,.376,5.3,.682,4.2,2.8,31,16.0
4316,0.3,.234,0.1,.460,.456,3.4,7.4,.683,2.9,4.2,262,9.7,,,,,14.7,.527,7.8,.706,9.1,6.4,56,22.0
4317,0.0,,0.0,.466,.466,2.0,4.4,.553,0.7,1.3,77,4.8,,,,,,,,,,,,
4318,0.4,.360,0.1,.379,.354,1.0,2.9,.684,0.6,0.9,61,2.9,2.2,.370,0.8,,7.9,.477,3.8,.708,3.5,2.5,146,10.8
4319,0.0,,0.0,.363,.363,1.2,3.3,.656,0.7,1.0,31,3.1,,,,,9.5,.503,4.8,.645,4.0,2.6,120,12.1
4320,0.2,.210,0.0,.467,.465,4.8,10.3,.792,2.0,2.5,687,11.6,,,,,14.8,.538,8.0,.755,5.3,4.0,110,19.9
4321,2.4,.360,0.9,.489,.444,4.3,9.7,.844,2.7,3.2,826,12.2,3.0,.421,1.3,,11.2,.462,5.2,.812,5.9,4.8,61,16.4
4322,0.5,.222,0.1,.363,.343,0.9,2.7,.661,0.4,0.6,91,2.4,2.0,.325,0.7,,8.8,.412,3.6,.714,3.0,2.1,40,10.0
4323,4.5,.371,1.7,.524,.406,2.9,7.1,.755,0.7,1.0,324,8.1,,,,,,,,,,,,
4324,2.0,.319,0.6,.436,.390,2.7,7.0,.777,1.3,1.7,564,7.4,,,,,,,,,,,,
4325,0.0,.000,0.0,.415,.415,0.7,1.7,.800,0.3,0.4,24,1.8,4.0,.372,1.5,,7.5,.438,3.3,.766,2.7,2.1,115,10.1
4326,2.9,.347,1.0,.492,.403,2.3,5.7,.745,0.8,1.1,661,6.4,3.0,.278,0.8,,5.9,.371,2.2,.783,1.9,1.5,134,6.7
4327,4.3,.378,1.6,.543,.420,2.8,6.7,.811,0.7,0.9,60,8.0,,,,,,,,,,,,
4328,,,,,.498,2.9,5.9,.638,1.1,1.8,127,7.0,,,,,,,,,,,,
4329,1.2,.235,0.3,.359,.308,0.9,2.8,.500,0.2,0.4,14,2.2,,,,,,,,,,,,
4330,0.1,.000,0.0,.434,.434,1.3,3.0,.672,0.4,0.6,94,3.0,,,,,,,,,,,,
4331,0.2,.323,0.0,.422,.419,1.7,3.9,.775,0.5,0.6,341,3.8,,,,,,,,,,,,
4332,0.5,.338,0.2,.483,.468,2.2,4.8,.785,0.9,1.2,349,5.5,,,,,,,,,,,,
4333,0.0,,0.0,.571,.571,1.3,2.3,.500,0.7,1.3,3,3.3,,,,,,,,,,,,
4334,4.3,.380,1.6,.517,.444,4.9,11.1,.845,2.0,2.3,1410,13.4,4.0,.374,1.5,,8.6,.443,3.8,.784,2.9,2.3,129,11.3
4335,0.6,.000,0.0,.313,.313,0.5,1.5,.333,0.1,0.3,11,1.0,4.9,.408,2.0,,10.7,.441,4.7,.891,3.5,3.2,31,14.6
4336,0.0,,0.0,.567,.567,0.8,1.4,.578,0.5,0.9,224,2.2,0.0,,0.0,,5.9,.611,3.6,.625,5.0,3.1,100,10.3
4337,0.5,.227,0.1,.365,.360,1.3,3.7,.508,0.5,1.0,314,3.2,,,,,,,,,,,,
4338,0.0,.000,0.0,.345,.345,1.6,4.5,.643,0.7,1.1,25,3.8,,,,,,,,,,,,
4339,1.6,.330,0.5,.592,.545,3.0,5.5,.731,1.1,1.5,279,7.6,,,,,,,,,,,,
4340,1.0,.252,0.3,.479,.471,6.9,14.6,.826,4.5,5.5,1026,18.5,,,,,10.0,.469,4.7,.810,4.4,3.5,91,12.9
4341,0.1,.286,0.0,.456,.453,2.1,4.6,.626,0.8,1.2,93,5.0,,,,,10.1,.563,5.7,.727,3.7,2.7,106,14.1
4342,,,,,.331,1.6,4.7,.640,0.9,1.3,85,4.0,,,,,,,,,,,,
4343,0.0,,0.0,.367,.367,1.3,3.6,.333,0.0,0.1,22,2.7,,,,,,,,,,,,
4344,0.1,.091,0.0,.458,.457,1.1,2.3,.565,0.7,1.3,179,2.8,,,,,10.4,.499,5.2,.667,4.5,3.0,94,13.4
4345,0.8,.200,0.2,.464,.429,1.0,2.3,1.000,0.2,0.2,6,2.3,2.3,.325,0.7,,9.5,.426,4.1,.745,2.5,1.9,55,10.7
4346,1.9,.304,0.6,.440,.338,1.0,2.8,.846,0.2,0.2,53,2.7,5.0,.389,2.0,,7.0,.427,3.0,.722,0.7,0.5,137,8.4
4347,1.7,.267,0.4,.431,.358,1.1,3.0,.674,0.9,1.3,36,3.5,,,,,,,,,,,,
4348,2.5,.228,0.6,.427,.382,2.4,6.3,.810,0.7,0.9,23,6.1,7.2,.325,2.3,,17.2,.406,7.0,.882,7.6,6.7,29,23.0
4349,1.2,.315,0.4,.463,.398,1.1,2.8,.643,0.3,0.4,63,2.9,3.9,.418,1.6,,7.7,.475,3.7,.753,2.0,1.5,113,10.4
4350,0.5,.118,0.1,.373,.353,0.5,1.4,.667,0.3,0.4,36,1.3,2.9,.361,1.1,,5.1,.447,2.3,.742,1.1,0.8,109,6.5
4351,0.0,,0.0,.513,.513,2.2,4.2,.603,1.4,2.3,409,5.7,0.0,,0.0,,6.8,.600,4.1,.598,4.8,2.9,122,11.0
4352,0.0,,0.0,.340,.340,0.7,1.9,.571,0.5,0.8,26,1.8,,.000,,,6.7,.493,3.3,.668,2.9,1.9,109,8.6
4353,5.3,.363,1.9,.506,.435,5.9,13.5,.872,4.4,5.0,530,18.0,4.8,.325,1.6,,12.4,.426,5.3,.713,6.0,4.3,105,16.4
4354,1.4,.290,0.4,.465,.452,7.3,16.2,.759,4.1,5.4,979,19.2,,,,,10.9,.534,5.8,.756,5.0,3.7,63,15.4
4355,0.5,.167,0.1,.392,.378,1.2,3.1,1.000,0.1,0.1,12,2.5,4.7,.342,1.6,,13.3,.413,5.5,.736,4.5,3.3,124,15.9
4356,0.0,,0.0,.564,.564,0.7,1.2,.500,0.3,0.6,33,1.6,0.0,,0.0,,6.0,.508,3.0,.603,4.2,2.5,134,8.6
4357,0.3,.170,0.1,.475,.471,3.4,7.1,.763,1.6,2.1,161,8.4,,,,,5.1,.512,2.6,.773,1.9,1.4,113,6.6
4358,,,,,.267,0.6,2.2,.450,0.2,0.5,39,1.4,,,,,,,,,,,,
4359,0.0,.000,0.0,.502,.502,1.1,2.1,.591,0.5,0.9,208,2.7,0.0,.000,0.0,,5.7,.496,2.8,.536,2.8,1.5,124,7.1
4360,0.4,.244,0.1,.471,.465,3.7,7.9,.699,1.9,2.7,632,9.3,1.5,.353,0.5,,10.1,.537,5.4,.740,5.9,4.3,123,15.7
4361,1.9,.316,0.6,.467,.388,1.5,3.9,.750,0.5,0.6,39,4.1,3.2,.406,1.3,,8.2,.511,4.2,.719,2.1,1.5,102,11.2
4362,0.0,.281,0.0,.487,.486,3.5,7.1,.760,1.2,1.5,1110,8.1,0.7,.250,0.2,,12.7,.524,6.6,.682,5.7,3.9,87,17.4
4363,1.1,.381,0.4,.462,.416,1.9,4.5,.799,1.0,1.2,399,5.1,0.0,,0.0,,3.2,.525,1.7,.600,2.1,1.3,140,4.6
4364,0.3,.091,0.0,.442,.435,0.8,1.7,.600,0.4,0.6,40,1.9,0.2,.235,0.0,,8.2,.530,4.3,.580,5.0,2.9,103,11.6
4365,2.0,.404,0.8,.561,.432,1.4,3.1,.808,0.2,0.3,94,3.8,4.6,.401,1.8,,6.7,.427,2.9,.815,1.1,0.9,138,8.5
4366,0.1,.214,0.0,.470,.468,1.7,3.6,.536,0.6,1.2,264,4.0,,,,,,,,,,,,
4367,,,,,.431,1.0,2.3,.724,0.8,1.0,28,2.8,,,,,8.6,.463,4.0,.589,1.4,0.8,76,8.8
4368,3.2,.369,1.2,.497,.437,4.2,9.6,.758,1.9,2.5,824,11.5,4.4,.336,1.5,,13.0,.450,5.8,.796,4.8,3.8,32,16.9
4369,0.1,.235,0.0,.439,.438,2.9,6.5,.732,2.0,2.7,402,7.7,0.0,1.000,0.0,,7.8,.608,4.8,.657,4.3,2.8,32,12.3
4370,0.0,.000,0.0,.442,.442,3.9,8.9,.742,1.1,1.5,62,9.0,,,,,,,,,,,,
4371,0.5,.308,0.2,.426,.393,1.0,2.5,.714,0.2,0.3,24,2.4,2.5,.357,0.9,,12.8,.469,6.0,.729,3.8,2.8,89,15.7
4372,0.1,.000,0.0,.439,.439,2.0,4.6,.789,1.3,1.6,204,5.3,,,,,7.7,.577,4.4,.754,4.1,3.1,121,12.0
4373,0.0,.154,0.0,.505,.505,3.6,7.1,.674,1.4,2.1,300,8.6,,,,,8.6,.528,4.6,.719,3.7,2.7,143,11.8
4374,2.4,.376,0.9,.519,.409,1.7,4.0,.647,0.3,0.5,168,4.5,5.5,.400,2.2,,10.4,.441,4.6,.753,3.0,2.3,123,13.6
4375,0.0,,0.0,.314,.314,1.0,3.1,.783,0.8,1.0,44,2.8,,,,,11.7,.494,5.8,.781,5.6,4.4,114,15.9
4376,0.3,.255,0.1,.507,.505,8.5,16.8,.781,5.7,7.3,592,22.7,,,,,19.7,.553,10.9,.763,6.6,5.0,86,26.8
4377,0.8,.308,0.3,.475,.425,1.1,2.5,.875,0.4,0.5,16,2.8,3.1,.362,1.1,,10.0,.464,4.6,.781,2.7,2.1,117,12.5
4378,1.0,.265,0.3,.473,.465,6.8,14.5,.762,4.8,6.3,437,18.6,,,,,15.5,.487,7.6,.678,7.7,5.3,87,20.4
4379,3.6,.386,1.4,.514,.413,2.8,6.8,.707,0.8,1.1,265,7.7,2.9,.440,1.3,,6.5,.478,3.1,.676,1.7,1.2,99,8.7
4380,0.5,.000,0.0,.333,.333,0.5,1.5,,0.0,0.0,2,1.0,,,,,,,,,,,,
4381,0.1,.143,0.0,.497,.496,3.6,7.2,.657,1.7,2.5,588,8.9,0.8,.291,0.2,,11.8,.526,6.2,.667,6.0,4.0,122,16.7
4382,,,,,.410,1.3,3.2,.595,0.9,1.5,74,3.5,,,,,13.9,.531,7.4,.645,6.9,4.5,79,19.2
4383,0.1,.000,0.0,.429,.429,0.4,1.0,.500,0.1,0.1,14,0.9,0.1,.143,0.0,,7.6,.588,4.5,.563,2.8,1.6,118,10.6
4384,7.0,.419,2.9,.551,.459,7.3,16.0,.848,1.9,2.3,615,19.5,6.3,.390,2.5,,14.4,.424,6.1,.827,3.9,3.2,98,17.9
4385,0.0,.154,0.0,.492,.492,3.2,6.5,.737,1.6,2.1,985,7.9,,,,,12.1,.553,6.7,.713,4.8,3.4,87,16.8
4386,0.0,.083,0.0,.504,.504,5.6,11.0,.655,2.6,4.0,935,13.7,,,,,15.1,.567,8.6,.692,5.2,3.6,96,20.8
4387,2.2,.364,0.8,.375,.292,1.4,4.8,,0.0,0.0,5,3.6,4.6,.326,1.5,,10.7,.357,3.8,.760,2.5,1.9,128,11.0
4388,0.5,.210,0.1,.438,.432,3.7,8.5,.792,1.4,1.8,154,8.9,,,,,14.1,.477,6.7,.776,3.9,3.1,112,16.5
4389,0.1,.000,0.0,.378,.378,0.7,1.9,.375,0.2,0.4,19,1.6,0.6,.302,0.2,,9.9,.560,5.6,.527,4.3,2.3,144,13.6
4390,0.1,.257,0.0,.519,.518,3.7,7.1,.607,1.8,2.9,697,9.2,0.0,,0.0,,8.8,.546,4.8,.487,7.3,3.5,36,13.1
4391,2.0,.214,0.4,.432,.364,1.1,3.1,.500,0.4,0.9,7,3.1,2.7,.297,0.8,,7.1,.440,3.1,.741,3.1,2.3,27,9.4
4392,0.0,.000,0.0,.465,.465,5.3,11.4,.612,2.6,4.2,170,13.2,,,,,12.0,.516,6.2,.667,4.2,2.8,74,15.7
4393,,,,,.433,4.2,9.6,.723,2.4,3.4,466,10.8,,,,,19.0,.444,8.4,.706,6.9,4.9,82,21.8
4394,0.9,.293,0.3,.465,.452,4.6,10.2,.747,2.4,3.2,296,11.9,1.2,.438,0.5,,8.3,.528,4.4,.701,4.2,3.0,124,12.3
4395,0.0,.222,0.0,.446,.444,1.1,2.5,.558,0.7,1.3,283,3.0,,,,,6.4,.593,3.8,.618,3.3,2.0,85,9.6
4396,0.2,.182,0.0,.437,.433,2.5,5.7,.655,1.9,2.8,50,6.8,,,,,,,,,,,,
4397,4.2,.358,1.5,.498,.425,4.4,10.4,.830,1.6,1.9,483,11.9,6.7,.382,2.5,,15.6,.455,7.1,.771,4.8,3.7,66,20.4
4398,0.6,.340,0.2,.459,.407,0.9,2.1,.672,0.6,0.8,160,2.5,4.0,.339,1.4,,11.5,.392,4.5,.771,5.6,4.3,132,14.7
4399,0.1,.047,0.0,.546,.546,5.5,10.0,.687,3.1,4.5,1257,14.0,,,,,9.6,.575,5.5,.653,5.1,3.3,113,14.4
4400,0.7,.293,0.2,.496,.485,4.1,8.5,.815,1.4,1.7,951,9.8,,,,,,,,,,,,
4401,,,,,.421,5.7,13.6,.667,3.5,5.3,964,15.0,,,,,16.5,.431,7.1,.633,5.8,3.7,76,17.8
4402,,,,,.283,2.3,8.1,.500,1.0,2.0,14,5.6,,,,,,,,,,,,
4403,2.3,.325,0.8,.524,.430,1.7,4.0,.597,0.3,0.4,154,4.5,4.0,.358,1.4,,7.6,.429,3.3,.782,1.6,1.3,135,9.2
4404,,,,,.315,3.2,10.1,.800,2.7,3.4,61,9.0,,,,,,,,,,,,
4405,,,,,.263,0.5,2.0,.400,0.1,0.3,29,1.2,,,,,,,,,,,,
4406,2.0,.333,0.7,.465,.360,1.1,3.2,.733,0.3,0.4,36,3.3,2.2,.444,1.0,,6.5,.548,3.6,.750,1.8,1.4,108,9.5
4407,0.0,.000,0.0,.423,.423,1.5,3.5,.626,0.5,0.7,124,3.4,,,,,11.1,.544,6.0,.596,2.5,1.5,105,13.6
4408,1.1,.298,0.3,.562,.528,2.6,4.9,.652,0.7,1.1,84,6.2,0.7,.273,0.2,,5.7,.582,3.3,.695,2.7,1.9,105,8.7
4409,,,,,.259,0.9,3.7,.515,0.4,0.8,39,2.3,,,,,,,,,,,,
4410,0.2,.200,0.0,.427,.422,1.8,4.4,.743,1.6,2.1,133,5.3,,,,,,,,,,,,
4411,2.4,.299,0.7,.437,.393,3.2,8.2,.716,1.3,1.9,547,8.5,2.3,.327,0.8,,10.8,.388,4.2,.685,4.9,3.4,68,12.5
4412,0.0,.000,0.0,.505,.505,6.4,12.6,.760,2.6,3.4,840,15.3,,,,,17.9,.578,10.4,.661,7.4,4.9,104,25.6
4413,0.0,,0.0,.250,.250,0.5,2.0,,0.0,0.0,2,1.0,0.1,.316,0.0,,5.4,.531,2.9,.704,1.5,1.0,138,6.8
4414,1.4,.571,0.8,.600,.400,0.8,2.0,.500,0.2,0.4,5,2.6,,,,,,,,,,,,
4415,,,,,.309,3.7,12.0,.711,3.6,5.1,131,11.0,,,,,,,,,,,,
4416,0.0,.000,0.0,.495,.495,1.5,3.1,.544,0.5,1.0,261,3.6,,,,,8.8,.529,4.7,.681,2.8,1.9,127,11.2
4417,0.3,.296,0.1,.468,.460,2.4,5.3,.716,1.6,2.2,312,6.5,,.450,,,8.9,.526,4.7,.767,4.3,3.3,76,12.8
4418,3.2,.373,1.2,.537,.414,2.0,4.8,.771,0.9,1.2,730,6.1,0.5,.333,0.2,,5.8,.491,2.9,.671,3.3,2.2,124,8.1
4419,,,,,.546,1.9,3.5,.545,1.2,2.2,80,5.0,,,,,,,,,,,,
4420,1.1,.262,0.3,.502,.501,7.3,14.6,.784,2.7,3.5,768,17.4,,,,,22.1,.481,10.6,.680,5.7,3.9,72,25.1
4421,0.9,.342,0.3,.512,.500,6.1,12.2,.797,3.4,4.3,468,15.9,,,,,17.6,.529,9.3,.774,6.4,5.0,107,23.6
4422,0.8,.341,0.3,.406,.365,1.2,3.4,.781,0.9,1.1,112,3.7,,,,,9.6,.492,4.7,.726,3.8,2.7,59,12.2
4423,,,,,.268,1.1,4.2,.667,0.4,0.5,17,2.6,,,,,,,,,,,,
4424,0.7,.341,0.3,.449,.397,1.0,2.4,.757,0.5,0.6,60,2.7,,.437,,,8.3,.487,4.0,.776,3.4,2.6,117,11.9
4425,,,,,.376,2.3,6.0,.691,2.2,3.1,131,6.7,,,,,,,,,,,,
4426,0.3,.143,0.0,.367,.359,1.0,2.8,.800,0.3,0.4,23,2.4,,,,,8.2,.491,4.0,.797,1.6,1.3,118,9.3
4427,1.5,.267,0.4,.559,.512,2.2,4.3,.769,0.7,0.9,88,5.4,1.6,.417,0.7,,10.8,.647,7.0,.706,3.6,2.5,64,17.1
4428,,,,,.246,2.4,9.9,.771,1.9,2.5,147,6.8,,,,,,,,,,,,
4429,,,,,.411,1.9,4.6,.579,0.6,1.0,271,4.4,,,,,,,,,,,,
4430,1.7,.317,0.5,.459,.401,1.8,4.6,.768,1.2,1.5,82,5.4,,,,,,,,,,,,
4431,1.6,.357,0.6,.611,.539,2.2,4.0,.677,0.5,0.7,96,5.3,0.9,.289,0.3,,3.4,.421,1.4,.593,1.2,0.7,121,3.8
4432,,,,,.315,3.1,9.9,.793,2.9,3.7,203,9.2,,,,,11.1,.294,3.3,.729,2.6,1.9,66,8.4
4433,,,,,.278,2.8,9.9,.713,1.5,2.2,82,7.1,,,,,,,,,,,,
4434,1.4,.326,0.5,.461,.378,1.0,2.7,.750,0.5,0.7,33,3.1,,,,,,,,,,,,
4435,0.7,.214,0.1,.418,.404,1.1,2.8,.783,0.5,0.6,115,2.8,,,,,9.7,.487,4.7,.758,2.2,1.6,86,11.1
4436,0.0,.000,0.0,.429,.429,0.7,1.7,.556,0.4,0.7,53,1.8,0.0,.000,0.0,,4.0,.434,1.8,.573,1.5,0.9,117,4.4
4437,,,,,.293,3.3,11.3,.748,2.7,3.6,128,9.4,,,,,,,,,,,,
4438,0.4,.360,0.2,.458,.440,1.8,4.1,.750,0.5,0.7,60,4.3,,,,,11.6,.557,6.5,.749,2.1,1.6,95,14.5
4439,4.0,.397,1.6,.575,.526,8.6,16.3,.834,4.3,5.2,437,23.0,0.2,.250,0.1,,6.6,.566,3.7,.813,3.4,2.8,39,10.3
4440,0.4,.171,0.1,.415,.411,2.0,4.9,.703,0.8,1.1,154,4.8,,,,,7.1,.499,3.5,.783,1.2,0.9,101,8.0
4441,,,,,.444,3.7,8.4,.752,1.4,1.8,379,8.8,,,,,,,,,,,,
4442,0.1,.000,0.0,.420,.420,3.0,7.1,.717,1.3,1.8,303,7.2,,,,,,,,,,,,
4443,0.1,.167,0.0,.475,.474,1.9,4.1,.577,0.9,1.6,438,4.8,0.0,.000,0.0,,9.6,.566,5.5,.545,4.4,2.4,91,13.3
4444,0.1,.080,0.0,.501,.501,3.5,7.1,.643,1.5,2.4,506,8.6,0.7,.246,0.2,,14.9,.573,8.6,.687,7.8,5.4,93,22.7
4445,5.7,.391,2.2,.528,.421,4.4,10.3,.800,1.0,1.3,161,11.9,6.5,.402,2.6,,11.5,.415,4.8,.876,2.6,2.3,37,14.5
4446,0.4,.462,0.2,.366,.337,1.1,3.3,.700,0.5,0.6,31,2.8,1.9,.298,0.6,,8.6,.471,4.1,.659,2.9,1.9,106,10.6
4447,,,,,.451,3.4,7.6,.693,2.3,3.3,559,9.2,,,,,10.4,.469,4.9,.669,4.3,2.9,82,12.6
4448,2.1,.384,0.8,.510,.454,3.2,7.1,.801,2.4,3.0,88,9.7,4.9,.378,1.8,,10.6,.479,5.1,.827,5.7,4.7,78,16.8
