,NBA__3ptapg,NBA__3ptpct,NBA__3ptpg,NBA_efgpct,NBA_fg%,NBA_fg_per_game,NBA_fga_per_game,NBA_ft%,NBA_ft_per_g,NBA_fta_p_g,NBA_g_played,NBA_ppg,NCAA__3ptapg,NCAA__3ptpct,NCAA__3ptpg,NCAA_efgpct,NCAA_fgapg,NCAA_fgpct,NCAA_fgpg,NCAA_ft,NCAA_ftapg,NCAA_ftpg,NCAA_games,NCAA_ppg
2822,0.5,.000,0.0,.250,.250,0.5,2.0,,0.0,0.0,2,1.0,1.1,.403,0.5,,10.6,.483,5.1,.755,5.4,4.0,128,14.7
2823,3.7,.383,1.4,.579,.420,1.9,4.5,.868,1.5,1.7,100,6.7,7.2,.374,2.7,,12.6,.446,5.6,.789,5.8,4.5,134,18.5
2824,0.0,,0.0,.571,.571,1.0,1.8,.000,0.0,0.3,4,2.0,0.0,,0.0,,3.6,.506,1.8,.599,1.9,1.2,114,4.8
2825,3.3,.308,1.0,.479,.396,2.4,6.0,.333,0.3,0.8,8,6.0,4.2,.419,1.8,,6.3,.434,2.7,.805,1.1,0.9,141,8.1
2826,0.0,.000,0.0,.371,.371,1.4,3.6,.636,0.7,1.1,51,3.4,,,,,,,,,,,,
2827,0.3,.225,0.1,.484,.478,3.1,6.6,.788,1.5,1.9,465,7.9,,,,,14.9,.477,7.1,.817,4.8,4.0,69,18.1
2828,5.4,.379,2.0,.521,.421,4.3,10.1,.824,1.9,2.4,853,12.5,2.3,.341,0.8,,9.1,.444,4.0,.799,5.4,4.3,127,13.2
2829,,,,,.280,2.9,10.3,.712,2.1,3.0,259,7.9,,,,,,,,,,,,
2830,0.0,.000,0.0,.542,.542,1.9,3.4,.685,1.2,1.7,98,4.9,0.0,,0.0,,8.3,.518,4.3,.708,4.9,3.5,85,12.1
2831,2.2,.333,0.7,.510,.470,4.2,9.0,.873,1.6,1.9,89,10.8,3.6,.292,1.1,,11.3,.427,4.8,.833,3.9,3.2,31,14.0
2832,0.0,.000,0.0,.495,.495,2.3,4.6,.564,1.1,2.0,618,5.6,0.1,.286,0.0,,8.6,.507,4.4,.653,5.2,3.4,129,12.1
2833,0.0,.053,0.0,.546,.546,4.1,7.5,.784,4.3,5.5,835,12.5,,,,,10.2,.586,6.0,.753,5.7,4.3,112,16.3
2834,4.6,.320,1.5,.462,.398,4.6,11.6,.733,2.1,2.9,855,12.8,,.375,,,15.3,.462,7.1,.715,5.4,3.9,130,18.8
2835,,,,,.453,3.6,7.9,.798,1.7,2.1,379,8.8,,,,,17.3,.472,8.2,.769,7.4,5.7,90,22.0
2836,0.0,.000,0.0,.462,.462,4.0,8.7,.811,2.3,2.9,355,10.4,,,,,14.4,.513,7.4,.774,3.7,2.9,90,17.7
2837,0.1,.231,0.0,.460,.458,2.7,5.9,.746,1.4,1.9,119,6.9,0.1,.000,0.0,,11.2,.513,5.7,.717,6.0,4.3,77,15.8
2838,2.0,.377,0.8,.498,.415,1.9,4.6,.659,0.5,0.8,496,5.1,3.7,.424,1.6,,10.5,.495,5.2,.724,2.7,2.0,139,14.0
2839,,,,,.446,1.6,3.6,.567,0.8,1.4,74,4.0,,,,,,,,,,,,
2840,1.7,.366,0.6,.379,.303,1.3,4.1,.667,1.0,1.5,24,4.1,4.4,.380,1.7,,12.2,.495,6.1,.784,3.3,2.6,77,16.4
2841,0.0,,0.0,.444,.444,1.1,2.6,.500,0.1,0.3,7,2.4,,,,,6.6,.471,3.1,.642,2.5,1.6,78,7.8
2842,,,,,.370,1.3,3.5,1.000,0.2,0.2,13,2.8,,,,,,,,,,,,
2843,1.2,.350,0.4,.442,.392,1.6,4.2,.721,0.6,0.8,267,4.3,3.0,.370,1.1,,11.2,.449,5.0,.791,4.9,3.9,130,15.0
2844,4.2,.373,1.6,.494,.429,5.1,12.0,.820,2.0,2.5,547,13.8,6.5,.409,2.7,,16.2,.442,7.2,.803,4.6,3.7,33,20.7
2845,1.1,.357,0.4,.539,.466,1.2,2.6,.900,0.7,0.8,40,3.5,3.9,.345,1.3,,9.0,.445,4.0,.845,3.7,3.1,130,12.4
2846,2.5,.362,0.9,.459,.410,3.7,9.1,.749,2.7,3.6,115,11.1,5.4,.370,2.0,,13.8,.442,6.1,.746,5.6,4.2,124,18.4
2847,,,,,.300,1.3,4.2,.711,1.2,1.7,26,3.8,,,,,,,,,,,,
2848,0.9,.334,0.3,.482,.454,2.4,5.4,.659,1.2,1.8,689,6.4,0.9,.215,0.2,,6.8,.503,3.4,.668,2.5,1.7,107,8.7
2849,0.1,.081,0.0,.503,.503,8.7,17.3,.754,4.6,6.1,852,22.1,,,,,15.2,.516,7.8,.707,5.4,3.8,31,19.5
2850,0.2,.294,0.0,.538,.528,1.2,2.3,.534,0.6,1.1,111,3.0,0.1,.000,0.0,,9.7,.447,4.3,.569,4.9,2.8,108,11.4
2851,,,,,.327,4.0,12.3,.724,1.8,2.4,12,9.8,,,,,,,,,,,,
2852,1.5,.267,0.4,.433,.367,1.1,3.0,1.000,0.3,0.3,10,2.9,3.2,.368,1.2,,10.3,.419,4.3,.785,3.6,2.8,60,12.6
2853,1.0,.000,0.0,.667,.667,2.0,3.0,.000,0.0,1.0,1,4.0,1.2,.230,0.3,,7.8,.427,3.3,.677,4.6,3.1,117,10.0
2854,1.4,.335,0.5,.447,.408,2.4,5.9,.711,0.7,0.9,154,6.0,3.3,.290,1.0,,11.5,.465,5.4,.723,5.8,4.2,102,15.9
2855,0.0,.200,0.0,.480,.479,1.7,3.5,.577,0.8,1.4,178,4.2,,,,,,,,,,,,
2856,,,,,.204,0.6,2.8,.700,0.7,1.0,41,1.8,,,,,,,,,,,,
2857,0.0,,0.0,.308,.308,0.6,2.0,.750,0.5,0.6,13,1.7,,,,,,,,,,,,
2858,3.2,.368,1.2,.499,.431,3.7,8.6,.741,1.4,1.8,249,10.0,5.4,.415,2.3,,12.9,.486,6.3,.721,3.8,2.8,98,17.6
2859,,,,,.280,3.5,12.5,.614,2.6,4.3,68,9.7,,,,,,,,,,,,
2860,0.2,.250,0.0,.434,.431,1.7,3.8,.725,0.5,0.7,103,3.8,,,,,6.7,.416,2.8,.714,1.9,1.3,86,6.9
2861,,,,,.402,3.1,7.7,.656,0.8,1.2,155,7.0,,,,,,,,,,,,
2862,,,,,.353,3.0,8.6,.622,1.7,2.7,316,7.8,,,,,,,,,,,,
2863,,,,,.122,0.5,4.3,.100,0.1,0.5,19,1.1,,,,,,,,,,,,
2864,0.0,,0.0,.667,.667,1.0,1.5,,0.0,0.0,2,2.0,3.0,.297,0.9,,10.6,.421,4.5,.691,2.9,2.0,117,11.9
2865,2.2,.346,0.8,.474,.392,1.8,4.7,.698,0.7,1.0,593,5.2,1.8,.401,0.7,,6.6,.515,3.4,.684,2.4,1.6,103,9.2
2866,0.0,.000,0.0,.377,.377,0.7,1.9,.609,0.4,0.6,114,1.8,0.0,.400,0.0,,5.4,.545,3.0,.644,2.8,1.8,111,7.8
2867,1.5,.305,0.5,.486,.420,1.5,3.5,.785,0.4,0.5,199,3.8,5.2,.367,1.9,,9.6,.439,4.2,.753,2.5,1.9,65,12.2
2868,0.2,.111,0.0,.386,.383,1.5,4.0,.514,0.4,0.8,45,3.5,,,,,9.0,.575,5.1,.739,2.8,2.1,125,12.4
2869,0.3,.218,0.1,.453,.449,3.3,7.4,.767,1.7,2.2,555,8.4,,,,,,,,,,,,
2870,0.0,,0.0,.500,.500,1.5,3.0,.000,0.0,0.8,6,3.0,0.0,.000,0.0,,7.5,.632,4.7,.652,3.7,2.4,115,11.9
2871,,,,,.333,3.0,9.0,,0.0,0.0,1,6.0,,,,,,,,,,,,
2872,3.4,.358,1.2,.477,.402,3.2,8.0,.810,1.4,1.7,766,9.0,,.436,,,9.8,.460,4.5,.778,3.5,2.7,117,13.5
2873,5.8,.397,2.3,.524,.453,7.3,16.0,.821,2.1,2.6,552,19.0,5.2,.377,2.0,,15.7,.439,6.9,.825,6.7,5.5,111,21.3
2874,,,,,.138,0.4,2.6,.429,0.5,1.3,11,1.3,,,,,,,,,,,,
2875,,,,,.380,1.9,5.1,.483,1.0,2.1,14,4.9,,,,,,,,,,,,
2876,0.7,.325,0.2,.523,.504,3.1,6.1,.766,0.5,0.7,478,6.8,2.6,.380,1.0,,8.1,.490,4.0,.749,1.7,1.3,139,10.2
2877,0.0,,0.0,.500,.500,1.0,2.0,,0.0,0.0,2,2.0,,,,,7.6,.462,3.5,.771,2.3,1.8,105,8.7
2878,0.0,.063,0.0,.535,.535,3.2,6.0,.703,1.9,2.8,483,8.3,,,,,6.1,.556,3.4,.737,4.2,3.1,90,9.8
2879,0.0,,0.0,.539,.539,2.0,3.6,.490,0.7,1.4,260,4.6,0.0,,0.0,,6.4,.694,4.4,.462,3.3,1.5,78,10.4
2880,,,,,.450,1.7,3.8,.596,0.9,1.5,37,4.3,,,,,,,,,,,,
2881,0.0,,0.0,.000,.000,0.0,0.6,,0.0,0.0,5,0.0,3.0,.330,1.0,,7.7,.463,3.5,.854,3.1,2.7,103,10.8
2882,0.3,.260,0.1,.507,.503,4.6,9.1,.761,2.5,3.3,768,11.7,,,,,6.3,.573,3.6,.693,3.0,2.1,135,9.2
2883,0.0,,0.0,.423,.423,1.1,2.5,.611,0.8,1.2,77,2.9,,,,,6.6,.448,3.0,.649,2.5,1.6,131,7.6
2884,0.3,.000,0.0,.000,.000,0.0,0.5,,0.0,0.0,4,0.0,3.3,.342,1.1,,9.4,.459,4.3,.738,3.5,2.6,123,12.3
2885,0.8,.306,0.3,.467,.426,1.3,3.1,.548,0.4,0.7,59,3.3,0.1,1.000,0.1,,7.1,.478,3.4,.563,4.4,2.5,16,9.3
2886,0.0,,0.0,.692,.692,1.1,1.6,.600,0.4,0.6,8,2.6,,,,,11.8,.467,5.5,.790,3.1,2.5,110,13.7
2887,0.5,.333,0.2,.391,.348,0.7,1.9,.750,1.0,1.3,12,2.5,2.8,.352,1.0,,6.2,.425,2.6,.737,2.4,1.8,125,8.1
2888,0.3,.261,0.1,.489,.485,6.5,13.4,.718,2.5,3.5,870,15.6,,,,,13.5,.564,7.6,.624,5.0,3.1,117,18.4
2889,3.1,.340,1.1,.517,.430,2.6,6.1,.623,0.4,0.7,90,6.7,4.1,.339,1.4,,10.8,.405,4.4,.763,3.7,2.8,31,13.0
2890,2.1,.371,0.8,.558,.484,2.5,5.2,.704,0.9,1.3,89,6.7,1.4,.298,0.4,,10.0,.504,5.0,.758,3.6,2.7,67,13.2
2891,0.0,,0.0,.466,.466,4.2,9.1,.720,1.5,2.1,271,10.0,,,,,,,,,,,,
2892,1.6,.290,0.5,.464,.412,1.9,4.6,.776,1.1,1.4,148,5.3,2.8,.313,0.9,,8.6,.450,3.9,.767,3.2,2.4,94,11.0
2893,3.3,.406,1.3,.569,.477,3.4,7.2,.823,0.8,1.0,498,9.1,4.1,.458,1.9,,14.3,.550,7.9,.831,4.9,4.1,145,21.7
2894,1.2,.227,0.3,.470,.394,0.7,1.8,1.000,0.4,0.4,18,2.2,4.0,.403,1.6,,5.6,.467,2.6,.824,1.1,0.9,125,7.8
2895,0.3,.227,0.1,.473,.468,2.6,5.6,.727,0.7,1.0,176,6.0,,,,,10.7,.523,5.6,.686,3.0,2.1,114,13.3
2896,,,,,.400,1.8,4.6,.732,0.5,0.7,146,4.2,,,,,,,,,,,,
2897,0.0,,0.0,,,0.0,0.0,,0.0,0.0,1,0.0,0.0,.000,0.0,,4.7,.593,2.8,.581,2.4,1.4,88,7.0
2898,0.1,.375,0.0,.454,.448,1.3,2.9,.704,0.7,0.9,87,3.2,,,,,,,,,,,,
2899,0.0,.000,0.0,.451,.451,1.1,2.5,.710,0.7,1.0,206,2.9,,,,,6.8,.475,3.2,.668,3.4,2.2,96,8.7
2900,0.1,.117,0.0,.497,.497,5.0,10.0,.670,2.1,3.1,1015,12.0,0.0,.000,0.0,,10.1,.533,5.4,.625,3.3,2.0,59,12.8
2901,0.2,.206,0.0,.469,.468,3.9,8.4,.764,2.0,2.6,418,9.9,,,,,15.3,.483,7.4,.729,3.5,2.5,54,17.3
2902,0.3,.262,0.1,.465,.458,2.8,6.1,.771,0.7,0.9,148,6.4,,,,,,,,,,,,
2903,0.1,.000,0.0,.385,.385,0.5,1.2,.714,0.5,0.6,11,1.4,0.0,.400,0.0,,7.9,.584,4.6,.668,3.5,2.3,132,11.6
2904,,,,,.318,1.2,3.8,.591,1.0,1.7,51,3.5,,,,,,,,,,,,
2905,0.1,.000,0.0,.527,.527,1.9,3.6,.580,0.6,1.0,52,4.4,0.0,.000,0.0,,5.9,.588,3.5,.513,1.6,0.8,47,7.8
2906,0.1,.180,0.0,.576,.575,3.4,5.9,.599,1.1,1.9,776,8.0,0.7,.356,0.2,,6.5,.542,3.5,.514,2.7,1.4,66,8.7
2907,1.7,.354,0.6,.523,.487,4.0,8.2,.597,0.9,1.6,520,9.6,,,,,18.2,.486,8.9,.703,5.2,3.7,114,21.4
2908,0.0,,0.0,.514,.514,4.3,8.4,.701,1.9,2.7,295,10.5,,,,,,,,,,,,
2909,0.6,.273,0.2,.461,.458,7.6,16.6,.664,4.9,7.4,842,20.2,,,,,25.6,.460,11.8,.614,10.4,6.4,24,30.0
2910,,,,,.489,5.1,10.3,.845,1.5,1.7,792,11.6,,,,,11.3,.485,5.5,.796,2.1,1.7,69,12.7
2911,3.4,.338,1.2,.470,.435,7.2,16.4,.746,4.1,5.5,938,19.6,,,,,,,,,,,,
2912,,,,,.363,1.6,4.3,.696,0.9,1.3,42,4.1,,,,,,,,,,,,
2913,0.0,.000,0.0,.477,.477,2.2,4.6,.592,1.6,2.7,56,6.0,,,,,,,,,,,,
2914,2.4,.338,0.8,.498,.418,2.1,5.1,.651,0.5,0.8,247,5.6,3.7,.381,1.4,,9.3,.452,4.2,.759,2.5,1.9,135,11.7
2915,,,,,.379,1.3,3.5,.551,1.3,2.4,191,4.0,,,,,6.2,.418,2.6,.573,5.1,3.0,82,8.1
2916,,,,,.500,1.0,2.0,,0.0,0.0,2,2.0,,,,,9.7,.385,3.7,.797,2.1,1.7,85,9.1
2917,,,,,.389,2.8,7.1,.644,2.5,3.8,738,8.0,,,,,,,3.6,.852,2.8,2.4,88,9.5
2918,0.0,.188,0.0,.420,.419,1.1,2.7,.658,0.5,0.7,342,2.7,1.1,.253,0.3,,7.2,.462,3.3,.556,3.2,1.8,86,8.7
2919,0.2,.261,0.0,.555,.554,7.0,12.7,.798,3.7,4.7,971,17.9,,,,,11.5,.553,6.4,.773,3.2,2.5,112,15.2
2920,0.4,.188,0.1,.406,.402,4.6,11.5,.746,3.1,4.2,189,12.4,,,,,,,,,,,,
2921,0.0,.100,0.0,.447,.446,1.1,2.4,.551,0.6,1.0,401,2.7,0.0,,0.0,,7.2,.552,4.0,.687,4.2,2.9,118,10.8
2922,1.6,.328,0.5,.461,.431,3.8,8.8,.796,1.2,1.6,576,9.4,3.5,.397,1.4,,8.8,.459,4.0,.719,2.6,1.8,100,11.3
2923,,,,,.361,2.3,6.3,.581,0.7,1.3,177,5.3,,,,,19.4,.521,10.1,.574,9.0,5.2,33,25.4
2924,0.1,.250,0.0,.377,.374,2.9,7.8,.576,1.2,2.1,28,7.1,,,,,,,,,,,,
2925,0.0,,0.0,.000,.000,0.0,1.0,,0.0,0.0,1,0.0,,,,,,,,,,,,
2926,1.2,.367,0.4,.456,.414,2.0,5.0,.819,0.9,1.1,243,5.4,,,,,11.1,.476,5.3,.781,3.5,2.7,113,13.3
2927,0.3,.500,0.2,.268,.250,1.2,4.7,1.000,0.3,0.3,6,2.8,,,,,16.5,.491,8.1,.833,3.0,2.5,110,18.7
2928,,,,,.444,3.2,7.3,.802,2.6,3.2,396,9.0,,,,,12.4,.455,5.6,.742,5.8,4.3,81,15.6
2929,0.7,.316,0.2,.498,.486,4.2,8.6,.779,2.4,3.1,937,11.0,,.420,,,8.7,.580,5.0,.797,2.7,2.1,99,12.4
2930,1.4,.350,0.5,.475,.438,2.9,6.5,.779,1.2,1.5,793,7.4,5.3,.366,1.9,,14.5,.421,6.1,.790,4.8,3.8,92,17.9
2931,0.1,.063,0.0,.493,.493,3.3,6.6,.820,1.5,1.8,476,8.0,,,,,16.1,.467,7.5,.790,4.5,3.6,102,18.6
2932,,,,,.298,3.6,12.1,.711,2.2,3.1,318,9.4,,,,,,,,,,,,
2933,0.1,.000,0.0,.244,.244,1.1,4.6,.500,0.2,0.4,9,2.4,,.400,,,10.1,.477,4.8,.712,1.3,1.0,116,11.2
2934,0.0,,0.0,,,0.0,0.0,,0.0,0.0,1,0.0,2.6,.363,1.0,,5.9,.444,2.6,.740,2.0,1.4,130,7.7
2935,1.4,.333,0.5,.544,.474,1.6,3.4,.598,0.4,0.6,168,4.1,0.8,.351,0.3,,5.6,.506,2.8,.622,2.0,1.3,96,7.2
2936,0.3,.000,0.0,.000,.000,0.0,0.7,,0.0,0.0,3,0.0,4.1,.370,1.5,,9.2,.415,3.8,.794,3.4,2.7,126,11.9
2937,1.9,.351,0.7,.501,.430,2.0,4.7,.725,0.6,0.8,100,5.2,3.8,.379,1.4,,10.2,.439,4.5,.738,3.4,2.5,128,12.9
2938,4.0,.366,1.5,.515,.417,3.1,7.5,.776,1.1,1.4,508,8.8,4.7,.420,2.0,,10.8,.495,5.4,.870,3.7,3.2,37,15.9
2939,,,,,.394,3.4,8.5,.771,2.1,2.8,580,8.8,,,,,,,,,,,,
2940,,,,,.125,0.2,1.6,.533,0.8,1.5,10,1.2,,,,,,,,,,,,
2941,1.0,.282,0.3,.386,.357,1.8,5.1,.800,1.6,2.0,200,5.5,4.5,.399,1.8,,12.1,.426,5.2,.791,6.3,5.0,111,17.1
2942,0.4,.111,0.0,.412,.409,3.0,7.3,.819,1.2,1.5,113,7.2,1.5,.383,0.6,,8.3,.479,4.0,.711,3.0,2.1,126,10.7
2943,,,,,.337,3.1,9.1,.637,1.9,3.0,524,8.1,,,,,15.1,.340,5.1,.603,4.2,2.5,90,12.8
2944,1.1,.343,0.4,.479,.443,2.3,5.2,.650,1.0,1.5,796,5.9,,,,,7.0,.471,3.3,.703,2.8,1.9,67,8.5
2945,0.1,.120,0.0,.483,.483,3.3,6.9,.806,1.5,1.8,729,8.1,,,,,14.3,.555,7.9,.799,5.8,4.6,88,20.5
2946,,,,,.482,5.8,12.0,.832,2.3,2.8,631,13.8,,,,,17.1,.513,8.8,.752,7.0,5.2,77,22.8
2947,,,,,.434,3.7,8.6,.634,1.7,2.6,263,9.1,,,,,,,,,,,,
2948,,,,,.306,1.8,6.0,.561,1.1,2.0,109,4.8,,,,,,,,,,,,
2949,,,,,.000,0.0,0.5,,0.0,0.0,2,0.0,,,,,,,,,,,,
2950,0.0,,0.0,.512,.512,1.3,2.5,.548,0.9,1.7,278,3.5,,,,,10.5,.634,6.6,.526,5.9,3.1,107,16.4
2951,,,,,.298,1.0,3.3,.620,0.5,0.8,118,2.4,,,,,,,,,,,,
2952,0.3,.500,0.2,.318,.273,0.5,1.8,1.000,0.3,0.3,6,1.5,3.6,.347,1.3,,12.7,.440,5.6,.717,4.0,2.8,130,15.3
2953,0.0,,0.0,.456,.456,1.7,3.7,.658,1.0,1.5,108,4.3,,,,,11.3,.551,6.2,.638,4.4,2.8,81,15.2
2954,,,,,.394,1.8,4.5,.819,1.0,1.3,125,4.6,,,,,,,,,,,,
2955,,,,,.466,3.1,6.6,.779,2.4,3.0,297,8.5,,,,,13.0,.473,6.1,.747,4.4,3.3,58,15.5
2956,,,,,.167,1.0,6.0,,0.0,0.0,1,2.0,,,,,,,,,,,,
2957,0.2,.167,0.0,.509,.505,2.0,3.9,.724,0.8,1.1,55,4.8,0.5,.313,0.2,,8.8,.530,4.7,.629,2.8,1.8,32,11.2
2958,0.8,.500,0.4,.375,.333,1.6,4.8,.750,0.6,0.8,5,4.2,,,,,,,,,,,,
2959,0.0,,0.0,1.000,1.000,1.0,1.0,,0.0,0.0,3,2.0,,,,,4.1,.506,2.1,.609,2.0,1.2,134,5.3
2960,1.9,.355,0.7,.474,.417,2.5,5.9,.772,1.3,1.7,123,6.9,4.6,.343,1.6,,10.4,.417,4.4,.769,4.0,3.1,114,13.3
2961,,,,,.083,0.2,2.4,.500,0.2,0.4,5,0.6,,,,,,,,,,,,
2962,1.3,.340,0.5,.513,.463,2.1,4.6,.705,0.7,1.0,433,5.4,0.5,.278,0.1,,7.5,.540,4.0,.664,3.8,2.5,69,10.8
2963,,,,,.347,0.8,2.2,.486,0.4,0.8,44,2.0,,,,,,,,,,,,
2964,,,,,.255,1.9,7.3,.684,1.7,2.5,81,5.5,,,,,,,,,,,,
2965,0.0,.154,0.0,.451,.450,2.2,5.0,.740,0.8,1.1,263,5.3,,,,,,,,,,,,
2966,0.7,.222,0.2,.344,.312,0.7,2.3,.444,0.3,0.7,40,1.9,4.7,.334,1.6,,11.2,.429,4.8,.712,3.6,2.6,91,13.8
2967,3.9,.373,1.4,.517,.420,3.1,7.4,.879,1.6,1.9,539,9.3,5.7,.386,2.2,,10.9,.436,4.8,.890,4.1,3.7,81,15.4
2968,,,,,.417,3.5,8.4,.675,1.3,1.9,318,8.4,,,,,,,,,,,,
2969,0.0,1.000,0.0,.368,.361,0.7,1.8,.704,0.5,0.7,39,1.8,,,,,4.3,.483,2.1,.726,0.9,0.7,124,4.8
2970,,,,,.381,4.3,11.3,.709,2.1,3.0,193,10.7,,,,,,,,,,,,
2971,,,,,.367,2.3,6.3,.756,2.2,2.9,343,6.8,,,,,16.6,.469,7.8,.765,7.4,5.6,88,21.2
2972,,,,,.316,2.1,6.8,.628,1.0,1.6,98,5.3,,,,,,,,,,,,
2973,0.2,.293,0.1,.616,.603,1.4,2.3,.590,0.6,1.0,204,3.4,,,,,,,,,,,,
2974,0.7,.217,0.1,.335,.311,0.9,3.0,.667,0.2,0.3,35,2.3,2.7,.306,0.8,,5.7,.379,2.2,.809,1.9,1.5,62,6.7
2975,0.3,.236,0.1,.462,.459,4.3,9.3,.809,2.1,2.5,646,10.6,,,,,16.8,.458,7.7,.773,4.9,3.8,84,19.2
2976,,,,,.444,3.2,7.1,.831,1.5,1.8,137,7.8,,,,,,,,,,,,
2977,2.8,.316,0.9,.491,.392,1.7,4.4,.745,0.7,0.9,105,5.0,,,,,,,,,,,,
2978,0.0,,0.0,.500,.500,0.5,1.0,.250,0.2,0.7,6,1.2,0.0,,0.0,,3.6,.576,2.1,.553,1.3,0.7,63,4.9
2979,3.1,.349,1.1,.489,.411,2.8,6.9,.768,1.0,1.2,191,7.7,2.1,.284,0.6,,6.4,.437,2.8,.706,3.0,2.1,36,8.3
2980,,,,,.263,1.7,6.6,.654,1.5,2.2,57,4.9,,,,,,,,,,,,
2981,,,,,.475,2.4,5.1,.627,1.3,2.1,416,6.1,,,,,14.2,.464,6.6,.647,8.8,5.7,87,18.8
2982,,,,,.341,2.6,7.5,.765,1.8,2.4,141,7.0,,,,,,,,,,,,
2983,0.2,.000,0.0,.479,.479,3.8,7.9,.809,2.2,2.7,636,9.8,,,,,19.0,.487,9.2,.801,8.0,6.4,77,24.9
2984,,,,,.353,1.0,2.8,.375,0.5,1.3,6,2.5,,,,,,,,,,,,
2985,0.0,.000,0.0,.410,.410,1.0,2.6,.589,0.9,1.5,61,3.0,0.0,,0.0,,7.2,.584,4.2,.608,5.4,3.3,112,11.7
2986,0.0,,0.0,.370,.370,3.6,9.7,.665,1.8,2.8,71,9.1,,,,,,,,,,,,
2987,0.6,.250,0.1,.434,.429,5.8,13.4,.808,2.0,2.4,432,13.6,2.8,.344,0.9,,11.0,.483,5.3,.782,2.2,1.8,76,13.3
2988,0.0,.333,0.0,.511,.511,3.2,6.3,.687,1.6,2.4,670,8.1,,,,,14.2,.584,8.3,.656,4.7,3.1,78,19.7
2989,,,,,.393,1.5,3.9,.697,0.7,1.1,31,3.8,,,,,,,,,,,,
2990,1.9,.400,0.8,.563,.417,1.1,2.7,.750,0.2,0.2,36,3.2,5.8,.420,2.4,,11.6,.470,5.5,.891,3.8,3.4,131,16.8
2991,,,,,.441,5.0,11.3,.745,2.8,3.7,778,12.7,,,,,14.1,.438,6.2,.739,5.7,4.2,68,16.6
2992,1.2,.271,0.3,.491,.455,2.0,4.4,.745,0.8,1.0,102,5.0,0.4,.302,0.1,,8.9,.533,4.8,.692,3.9,2.7,104,12.3
2993,0.0,,0.0,.455,.455,1.4,3.1,1.000,0.3,0.3,7,3.1,,,,,,,,,,,,
2994,0.2,.348,0.1,.439,.432,1.9,4.3,.696,0.8,1.2,140,4.6,0.1,.214,0.0,,7.8,.556,4.4,.713,3.9,2.8,111,11.5
2995,0.1,.200,0.0,.461,.461,4.3,9.3,.676,2.6,3.9,281,11.2,,,,,9.9,.485,4.8,.729,3.0,2.2,89,11.8
2996,,,,,.330,3.8,11.4,.628,3.0,4.8,365,10.6,,,,,,,,,,,,
2997,0.0,.000,0.0,.567,.567,1.5,2.6,.610,0.5,0.9,96,3.4,,,,,7.7,.587,4.5,.553,3.1,1.7,123,10.8
2998,0.3,.118,0.0,.457,.449,1.0,2.2,.605,0.4,0.7,64,2.4,0.2,.071,0.0,,10.8,.518,5.6,.669,4.3,2.9,65,14.0
2999,4.6,.393,1.8,.527,.459,6.1,13.4,.879,2.7,3.1,606,16.8,3.3,.321,1.1,,9.1,.431,3.9,.768,3.1,2.4,87,11.3
3000,,,,,.333,0.4,1.3,,0.0,0.0,7,0.9,,,,,,,,,,,,
3001,0.0,.231,0.0,.459,.459,2.9,6.3,.704,1.7,2.5,436,7.5,0.3,.300,0.1,,10.4,.497,5.2,.684,6.1,4.2,96,14.6
3002,0.0,,0.0,.667,.667,2.0,3.0,1.000,2.0,2.0,1,6.0,0.0,.000,0.0,,10.5,.528,5.6,.707,7.1,5.0,67,16.1
3003,,,,,.320,2.5,7.7,.756,1.7,2.3,323,6.7,,,,,,,,,,,,
3004,,,,,.404,8.1,20.0,.782,7.0,8.9,439,23.1,,,,,,,7.2,.680,6.8,4.6,98,19.1
3005,,,,,.333,1.2,3.5,.618,0.6,1.0,53,3.0,,,,,,,,,,,,
3006,,,,,.403,5.1,12.6,.766,4.2,5.5,699,14.4,,,,,3.6,1.467,5.3,.854,3.5,3.0,104,13.6
3007,,,,,.238,0.6,2.6,.810,2.1,2.6,8,3.4,,,,,,,,,,,,
3008,0.0,,0.0,.333,.333,0.3,0.9,1.000,0.2,0.2,19,0.8,2.2,.342,0.8,,6.9,.415,2.9,.755,2.7,2.1,138,8.6
3009,4.1,.358,1.5,.500,.411,3.4,8.3,.809,1.3,1.6,848,9.6,,,,,,,,,,,,
3010,0.3,.168,0.0,.474,.472,4.2,8.9,.590,1.7,2.8,446,10.1,,,,,,,,,,,,
3011,,,,,.440,5.5,12.4,.747,2.5,3.4,605,13.4,,,,,19.5,.481,9.4,.757,5.7,4.3,79,23.1
3012,0.2,.429,0.1,.577,.560,1.1,1.9,.647,0.3,0.4,44,2.5,,,,,,,,,,,,
3013,0.0,.000,0.0,.460,.460,2.6,5.6,.574,0.9,1.6,468,6.0,,,,,,,,,,,,
3014,,,,,.262,1.6,6.0,.571,1.1,2.0,57,4.3,,,,,,,,,,,,
3015,0.7,.217,0.1,.468,.461,4.6,10.0,.807,3.1,3.8,1304,12.5,1.5,.294,0.4,,8.6,.513,4.4,.676,4.2,2.9,134,12.1
3016,0.0,.250,0.0,.513,.510,1.1,2.1,.576,0.6,1.1,181,2.8,0.0,.500,0.0,,5.9,.609,3.6,.583,3.0,1.7,89,9.0
3017,,,,,.292,0.8,2.6,.550,0.4,0.7,28,1.9,,,,,,,,,,,,
3018,0.0,,0.0,.667,.667,1.0,1.5,,0.0,0.0,2,2.0,,,,,9.9,.561,5.6,.537,3.3,1.8,116,12.9
