fgapg,fgpct,fgpg,ftapg,ftpct,ftpg,games,height,pfpg,ptspg,sospg,trbpg
1.8,.486,0.9,1.1,.587,0.7,41,6-9,1.1,2.4,1.48,2.3
7.6,.451,3.4,5.3,.696,3.7,75,6-5,2.2,10.5,1.58,7.2
0.7,.500,0.3,0.5,.857,0.4,15,,0.9,1.1,-2.93,0.8
2.8,.429,1.2,1.0,.200,0.2,5,6-6,0.8,2.6,0.23,2.4
5.1,.339,1.7,1.2,.707,0.8,35,5-9,1.4,4.8,2.11,1.3
17.3,.425,7.4,6.3,.700,4.4,77,6-4,3.3,19.2,-0.19,13.4
11.4,.476,5.4,3.5,.735,2.6,104,6-0,2.4,13.4,-0.20,3.4
3.2,.542,1.7,1.2,.556,0.7,15,6-4,1.2,4.1,,2.4
5.4,.480,2.6,3.5,.582,2.1,19,,1.8,7.2,3.17,5.9
4.2,.317,1.3,1.0,.586,0.6,57,6-4,1.5,3.3,-0.72,3.2
1.3,.465,0.6,0.6,.667,0.4,66,6-8,0.5,1.6,-5.43,1.3
17.4,.440,7.7,7.8,.733,5.7,73,6-10,3.2,21.1,-1.35,15.2
7.4,.467,3.5,3.0,.833,2.5,60,6-4,1.6,10.0,-1.44,2.6
10.9,.438,4.8,4.5,.844,3.8,17,6-4,,13.4,,1.1
1.0,.500,0.5,0.8,.667,0.5,12,6-4,0.1,1.5,0.03,0.2
2.6,.379,1.0,0.5,.615,0.3,25,6-3,1.4,2.1,-0.96,2.1
15.1,.504,7.6,5.7,.833,4.7,76,6-3,2.9,19.9,4.20,5.0
1.0,1.000,1.0,0.0,,0.0,1,6-7,0.0,2.0,-6.27,0.0
7.1,.432,3.1,3.5,.791,2.8,67,6-3,2.3,9.4,8.87,3.2
3.1,.389,1.2,0.8,.369,0.3,86,6-10,0.9,2.7,-5.99,2.5
0.3,.000,0.0,0.0,,0.0,4,6-1,0.0,0.0,1.57,0.3
0.2,.333,0.1,0.3,.417,0.1,37,6-0,0.3,0.3,1.52,0.2
0.7,.077,0.1,0.1,.000,0.0,18,6-2,0.4,0.1,5.87,0.4
7.4,.467,3.4,2.7,.807,2.1,119,6-10,2.2,10.3,-2.35,4.5
