fgapg,fgpct,fgpg,ftapg,ftpct,ftpg,games,height,pfpg,ptspg,sospg,trbpg
0.8,.000,0.0,0.0,,0.0,4,6-6,0.3,0.0,3.43,0.5
3.6,.490,1.8,1.5,.732,1.1,54,6-8,2.6,4.9,2.22,3.7
4.0,.453,1.8,1.1,.565,0.6,78,6-7,2.0,4.2,-9.03,4.2
,,,,,,,,,,,
4.2,.536,2.2,1.5,.698,1.0,106,6-9,,5.5,-0.21,3.3
,.250,,,1.000,,,,,,,
7.7,.508,3.9,4.3,.731,3.2,25,6-2,5.0,11.0,4.67,
10.5,.478,5.0,2.8,.755,2.2,112,6-8,2.5,14.1,6.21,3.5
4.1,.419,1.7,1.3,.494,0.6,62,6-6,1.4,4.2,-3.38,2.9
2.1,.327,0.7,0.3,.857,0.2,25,6-4,0.6,1.9,-1.27,1.0
1.2,.478,0.6,0.7,.786,0.6,19,,0.3,1.7,-7.68,0.3
4.1,.477,2.0,1.8,.766,1.4,43,6-5,1.8,5.3,-2.73,3.3
0.3,.000,0.0,0.0,,0.0,3,6-1,0.0,0.0,0.65,0.0
7.8,.414,3.2,3.4,.703,2.4,90,6-7,,10.2,0.68,4.1
