fgapg,fgpct,fgpg,ftapg,ftpct,ftpg,games,height,pfpg,ptspg,sospg,trbpg
4.3,.408,1.8,1.8,.547,1.0,100,6-7,1.5,4.9,2.59,5.0
0.0,,0.0,0.0,,0.0,1,,1.0,0.0,1.83,0.0
,,0.4,,,0.7,13,,,1.5,2.27,
0.0,,0.0,0.0,,0.0,1,6-8,0.0,0.0,-5.15,2.0
4.3,.327,1.4,1.9,.722,1.3,62,5-11,1.2,4.1,2.10,1.6
2.8,.393,1.1,0.2,1.000,0.2,10,5-10,0.3,2.4,-10.56,0.3
7.6,.508,3.8,4.9,.623,3.0,25,6-7,3.2,10.7,4.58,7.4
5.3,.410,2.2,1.8,.687,1.3,72,6-7,2.6,5.6,-0.20,5.4
0.4,.000,0.0,0.0,,0.0,9,6-2,0.6,0.0,-0.60,0.0
0.8,2.048,1.7,0.4,3.455,1.5,25,6-4,0.9,5.0,0.70,
4.8,.425,2.0,0.7,.772,0.5,81,6-5,1.2,5.5,5.34,1.7
1.7,.409,0.7,1.5,.685,1.0,87,5-10,,2.5,2.08,0.9
5.1,.262,1.3,0.3,.667,0.2,12,6-6,1.5,3.8,-0.32,1.3
2.2,.424,0.9,0.9,.429,0.4,15,6-5,,2.5,-3.08,1.6
,,0.0,0.5,1.000,0.5,6,,1.2,0.5,,
5.5,.399,2.2,1.1,.825,0.9,52,6-4,1.4,6.1,1.25,2.7
4.9,.396,2.0,1.8,.796,1.4,92,6-4,,6.5,7.74,1.8
0.2,.000,0.0,0.4,.500,0.2,5,,0.4,0.2,-8.28,0.2
9.3,.479,4.4,3.5,.606,2.1,52,6-6,3.7,11.4,-5.25,7.1
1.7,.400,0.7,0.2,.000,0.0,6,,1.7,1.3,2.43,1.2
3.9,.352,1.4,0.9,.646,0.6,55,6-4,,4.0,7.93,1.5
1.0,.182,0.2,0.4,.500,0.2,11,5-9,0.7,0.5,6.27,0.5
2.6,.457,1.2,0.7,.667,0.4,27,6-5,0.9,2.8,2.04,1.7
2.1,.400,0.9,0.7,.684,0.5,56,6-4,0.7,2.3,10.22,1.6
6.4,.507,3.3,2.3,.750,1.7,105,6-8,3.2,8.3,5.87,6.5
4.5,.438,2.0,1.2,.532,0.6,77,6-7,,4.6,-0.94,3.5
3.8,.467,1.8,1.1,.389,0.4,16,6-8,3.1,3.9,-11.37,3.0
9.6,.458,4.4,3.7,.631,2.3,53,6-7,2.0,12.6,-6.11,5.5
4.2,.416,1.8,2.4,.717,1.7,63,5-10,1.0,5.8,-8.08,1.4
,,,,,,,,,,-5.82,
2.4,.452,1.1,0.5,.333,0.2,13,6-6,,2.3,-1.15,1.8
3.2,.380,1.2,0.7,.688,0.5,47,5-9,1.4,2.9,1.40,0.8
4.5,.383,1.7,1.4,.644,0.9,33,6-5,1.2,4.9,-9.32,1.2
1.8,.261,0.5,0.7,.333,0.2,26,,1.7,1.2,-2.31,3.2
9.9,.444,4.4,4.0,.689,2.8,89,,1.6,11.6,-0.91,4.4
