fgapg,fgpct,fgpg,ftapg,ftpct,ftpg,games,height,pfpg,ptspg,sospg,trbpg
9.3,.496,4.6,4.4,.732,3.2,113,6-10,,12.5,-3.42,7.5
0.5,.176,0.1,0.3,.500,0.1,36,,0.8,0.3,1.92,0.7
6.6,.441,2.9,5.1,.605,3.1,59,6-7,3.3,8.9,-3.91,6.0
2.3,.463,1.1,0.4,.625,0.3,18,,1.7,2.4,-6.10,2.4
3.5,.465,1.6,1.7,.687,1.2,77,6-4,2.1,4.7,-7.95,3.0
6.6,.239,1.6,5.1,.556,2.9,7,6-3,1.9,6.0,-2.76,3.7
1.0,.333,0.3,0.3,.500,0.2,6,6-6,0.3,1.0,-5.95,0.5
8.3,.404,3.4,3.1,.724,2.3,93,6-5,1.7,9.8,-5.57,3.4
8.7,.385,3.4,2.8,.811,2.3,135,6-6,2.4,10.0,2.09,3.3
,,,,,,,,,,-4.72,
0.5,.000,0.0,1.0,.500,0.5,2,,0.0,0.5,3.03,1.0
5.7,.465,2.7,2.1,.610,1.3,113,6-8,1.7,6.6,-3.43,4.9
1.7,.341,0.6,0.0,,0.0,26,6-8,1.0,1.5,-3.77,1.1
1.1,.179,0.2,0.4,.556,0.2,25,,0.5,0.6,4.51,0.8
0.0,,0.0,1.3,.250,0.3,3,6-1,0.7,0.3,6.26,0.7
4.1,.392,1.6,1.4,.644,0.9,133,5-9,1.3,4.8,4.67,1.3
19.6,.388,7.6,5.9,.804,4.8,66,6-3,3.3,20.0,,10.3
1.3,.407,0.5,0.6,.360,0.2,42,6-9,1.7,1.3,-3.75,1.7
4.1,.422,1.7,2.4,.791,1.9,106,6-2,1.2,6.1,-6.87,1.4
2.8,.380,1.1,1.2,.745,0.9,115,6-0,1.3,3.5,-3.41,1.1
0.3,.000,0.0,1.3,.500,0.7,3,6-7,0.0,0.7,-2.36,1.3
1.8,.429,0.8,1.1,.556,0.6,8,6-3,0.6,2.1,,0.8
5.9,.369,2.2,1.4,.750,1.0,59,6-4,1.8,6.3,-4.26,2.3
0.0,,0.0,0.0,,0.0,1,6-6,0.0,0.0,0.44,2.0
4.2,.398,1.7,1.4,.533,0.7,22,6-6,0.7,4.1,-3.09,2.5
0.0,,0.0,1.0,.500,0.5,2,6-6,0.0,0.5,-6.67,0.5
0.6,.281,0.2,0.4,.722,0.3,51,6-10,,0.6,-7.39,0.8
9.9,.347,3.4,2.6,.623,1.6,74,6-0,2.3,8.4,-0.47,3.0
1.7,.420,0.7,0.6,.600,0.4,48,6-0,1.6,1.8,-3.90,0.9
3.3,.350,1.2,0.7,.500,0.3,6,6-3,0.8,2.7,6.37,1.8
2.6,.408,1.1,0.7,.357,0.3,19,6-6,1.4,2.4,-6.73,1.7
2.0,.577,1.2,0.7,.471,0.3,26,6-6,1.1,2.6,-7.36,1.9
0.2,1.000,0.2,0.0,,0.0,6,6-0,0.0,0.5,-4.11,0.0
13.7,.431,5.9,4.2,.729,3.1,74,5-10,2.2,14.9,-10.42,2.7
,,0.5,0.5,.333,0.2,22,,0.2,1.3,,
8.9,.473,4.2,3.8,.796,3.0,111,6-3,1.8,11.7,-0.66,4.1
7.5,.455,3.4,2.2,.797,1.7,121,6-2,1.7,9.7,1.07,1.9
6.7,.468,3.1,2.8,.832,2.3,102,6-6,1.6,8.8,-3.01,3.4
6.1,.461,2.8,1.3,.699,0.9,69,6-6,2.2,6.6,6.97,3.0
3.1,.364,1.1,0.9,.563,0.5,34,6-1,1.1,2.9,3.53,2.1
1.0,.333,0.3,0.7,.667,0.4,9,,0.3,1.1,-1.44,0.7
11.6,.342,4.0,3.4,.859,2.9,54,6-3,1.7,13.0,-0.19,3.2
6.4,.413,2.6,1.8,.776,1.4,64,6-0,1.7,7.8,7.79,2.1
1.0,.000,0.0,0.0,,0.0,2,,,0.0,-3.20,0.0
0.8,1.000,0.8,0.0,,0.0,4,6-0,0.0,1.5,-0.43,0.0
6.3,.499,3.1,2.0,.645,1.3,109,7-0,1.3,7.6,-2.62,3.8
0.9,.348,0.3,0.7,.556,0.4,27,6-2,0.1,1.0,-6.94,1.1
4.1,.512,2.1,2.9,.667,1.9,20,6-4,,6.1,-4.85,3.4
,,,,,,,,,,2.27,
2.4,.283,0.7,1.3,.600,0.8,19,6-0,1.7,2.5,2.32,1.3
1.8,.500,0.9,0.2,.750,0.2,17,7-0,1.5,2.5,3.61,1.1
1.1,.520,0.6,0.7,.600,0.4,23,,0.4,1.6,-7.89,1.0
1.0,.368,0.4,0.8,.800,0.6,20,6-4,0.6,1.4,2.22,1.0
1.4,.429,0.6,1.2,.500,0.6,5,,,1.8,-6.39,0.8
3.8,.498,1.9,1.5,.607,0.9,55,7-1,2.5,4.7,4.37,5.1
,,,,,,,,,,,
,,0.7,0.3,1.000,0.3,3,,1.7,1.7,-0.43,
1.0,.300,0.3,1.0,.600,0.6,10,5-10,0.8,1.2,-7.47,0.3
1.9,.355,0.7,1.3,.833,1.1,33,6-4,0.9,2.4,-1.78,1.2
1.7,.366,0.6,1.0,.722,0.7,54,6-3,0.8,2.0,8.35,1.4
